Temperoculture,Unnamed: 0,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2,CC_PolTerr_Regression_x0,CC_PolTerr_Regression_x1,CC_PolTerr_Regression_x2,CC_CapPop_Regression_x0,CC_CapPop_Regression_x1,CC_CapPop_Regression_x2,CC_Hier_Regression_x0,CC_Hier_Regression_x1,CC_Hier_Regression_x2,CC_Govt_Regression_x0,CC_Govt_Regression_x1,CC_Govt_Regression_x2,CC_Infra_Regression_x0,CC_Infra_Regression_x1,CC_Infra_Regression_x2,CC_Writing_Regression_x0,CC_Writing_Regression_x1,CC_Writing_Regression_x2,CC_Texts_Regression_x0,CC_Texts_Regression_x1,CC_Texts_Regression_x2,CC_Money_Regression_x0,CC_Money_Regression_x1,CC_Money_Regression_x2
PeCuzL2+1400,1321,['Cuzco'],Inca,1400,1500,,2300.0,,4,4.0,2.0,4.0,60,,0.1,1.0,,1.0,0.1,0.0,,1.0,0.1,1.0,0.1,,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.1,1.0,1.0,,,,0.1,1.0,,1.0,1.0,1.0,,1.0,,0.0,0.0,,0.0,0.0,,1.0,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,,0.1,0.1,0.1,0.1,1399.0,"['18L', '19L']",['South America'],Choquepukio,quasipolity,Puquina,Aymara,Late Intermediate Period I,continuity,Inca Empire,Lake Titicaca cultural sphere,,alliance,,,,,,,,,,,,,,public feast,,,,,,,,,,,,,3.1944133283679466,,1.1817819839776345,,,,,,,PeCuzL2,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",,0.0,0.0,95.55986142743065,14.39354593855492,3.361727836017593,,0.0,0.0,138.66666666666666,14.27197227205833,3.333333333333333,5.354545454545452,2.1018722800667735,0.4909090909090909,12.433333333333332,2.901967695318528,0.6777777777777777,15.0,0.0,0.0,0.0,0.0,0.0,23.0,4.2815916816175,1.0
PeCuzLF-500,1322,['Cuzco'],Late Formative Period,-500,-400,,,,,,,3.0,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,0.1,0.1,,1.0,0.1,0.1,0.1,,,,0.1,0.1,,1.0,0.1,1.0,0.1,,1.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.1,0.1,0.1,0.1,199.0,"['18L', '19L']",['South America'],Wimpillay,none,,,Formative Period,continuity,Early Intermediate Period,Lake Titicaca cultural sphere,,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,5.484578530461324,5.6283220152172655,2.860997369203143,,,,3.4855468011242117,,3.140081022805654,PeCuzLF,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.7075840763761468,0.0,0.0,0.023586135879204904,0.0,0.0,0.0419309082296976,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
PeCuzLF-400,1323,['Cuzco'],Late Formative Period,-400,-300,,,,,,,3.0,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,0.1,0.1,,1.0,0.1,0.1,0.1,,,,0.1,0.1,,1.0,0.1,1.0,0.1,,1.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.1,0.1,0.1,0.1,199.0,"['18L', '19L']",['South America'],Wimpillay,none,,,Formative Period,continuity,Early Intermediate Period,Lake Titicaca cultural sphere,,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,5.505707026869249,5.643401547960711,2.9475983851485426,,,,3.4902925692874978,,3.162220992127973,PeCuzLF,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,3.0,0.17774581326216565,0.0,0.1,0.005924860442072188,0.0,0.17777777777777778,0.010533085230350556,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
PeCuzLF-300,1324,['Cuzco'],Late Formative Period,-300,-200,,,,,,,3.0,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,0.1,0.1,,1.0,0.1,0.1,0.1,,,,0.1,0.1,,1.0,0.1,1.0,0.1,,1.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.1,0.1,0.1,0.1,199.0,"['18L', '19L']",['South America'],Wimpillay,none,,,Formative Period,continuity,Early Intermediate Period,Lake Titicaca cultural sphere,,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,5.50949736883601,5.630344550251456,2.9420568910694644,,,,3.485525555428303,,3.1613495578059334,PeCuzLF,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,6.0,0.29856188752537016,0.0,0.2,0.009952062917512338,0.0,0.3555555555555556,0.017692556297799714,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
PeCuzLF-200,1325,['Cuzco'],Late Formative Period,-200,-100,,,,,,,3.0,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,0.1,0.1,,1.0,0.1,0.1,0.1,,,,0.1,0.1,,1.0,0.1,1.0,0.1,,1.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.1,0.1,0.1,0.1,199.0,"['18L', '19L']",['South America'],Wimpillay,none,,,Formative Period,continuity,Early Intermediate Period,Lake Titicaca cultural sphere,,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,5.516427692782548,5.622385298880148,2.9532106770400337,,,,3.4824818710172596,,3.164648403034223,PeCuzLF,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,9.0,0.3014973358697713,0.0,0.30000000000000004,0.010049911195659041,0.0,0.5333333333333333,0.017866508792282746,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
PeCuzLF-100,1326,['Cuzco'],Late Formative Period,-100,0,,,,,,,3.0,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,0.1,0.1,,1.0,0.1,0.1,0.1,,,,0.1,0.1,,1.0,0.1,1.0,0.1,,1.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.1,0.1,0.1,0.1,199.0,"['18L', '19L']",['South America'],Wimpillay,none,,,Formative Period,continuity,Early Intermediate Period,Lake Titicaca cultural sphere,,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51354065512296,5.598492659542574,2.9121893649688184,,,,3.474051925749122,,3.154914714816726,PeCuzLF,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,12.0,0.6728504079045229,0.0,0.4,0.022428346930150767,0.0,0.7111111111111111,0.03987261676471247,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
PeCuzLF+0,1327,['Cuzco'],Late Formative Period,0,100,,,,,,,3.0,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,0.1,0.1,,1.0,0.1,0.1,0.1,,,,0.1,0.1,,1.0,0.1,1.0,0.1,,1.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.1,0.1,0.1,0.1,199.0,"['18L', '19L']",['South America'],Wimpillay,none,,,Formative Period,continuity,Early Intermediate Period,Lake Titicaca cultural sphere,,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5203633025200975,5.590357484224917,2.922765691231338,,,,3.470948666672408,,3.158066742305976,PeCuzLF,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,15.0,0.6798638406686769,0.0,0.5,0.02266212802228924,0.0,0.8888888888888891,0.04028822759518085,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
PeCuzLF+100,1328,['Cuzco'],Late Formative Period,100,200,,,,,,,3.0,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,0.1,0.1,,1.0,0.1,0.1,0.1,,,,0.1,0.1,,1.0,0.1,1.0,0.1,,1.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.1,0.1,0.1,0.1,199.0,"['18L', '19L']",['South America'],Wimpillay,none,,,Formative Period,continuity,Early Intermediate Period,Lake Titicaca cultural sphere,,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,5.470582331172479,5.490370780409345,2.6325435445416625,,,,3.4367913109812616,,3.0860965409041228,PeCuzLF,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,18.0,2.8108972391730505,0.0,0.6,0.09369657463910172,0.0,1.0666666666666669,0.16657168824729196,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
PeCuzLF+200,1329,['Cuzco'],Late Formative Period,200,300,,,,,,,3.0,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,0.1,0.1,,1.0,0.1,0.1,0.1,,,,0.1,0.1,,1.0,0.1,1.0,0.1,,1.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.1,0.1,0.1,0.1,199.0,"['18L', '19L']",['South America'],Wimpillay,none,,,Formative Period,continuity,Early Intermediate Period,Lake Titicaca cultural sphere,,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,5.409741098640377,5.358206682307984,2.2629348957194737,,,,3.39045496850676,,2.994257855546972,PeCuzLF,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,24.0,5.5838078029457625,0.0,0.7999999999999999,0.18612692676485876,0.0,1.3777777777777778,0.3308923142486378,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
PeInca+1400,1330,['Cuzco'],Inca Empire,1400,1500,,500000.0,20000.0,4,6.0,4.0,5.0,,,0.1,1.0,1.0,1.0,0.1,1.0,governed population,0.1,0.1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.0,1.0,1.0,0.1,1.0,1.0,,370,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,1.0,1.0,14.0,0.1,1.0,1.0,1524.0,"['18L', '19L']",['South America'],Cuzco,unitary state,Quechua,Quechua,Late Intermediate Period,population migration,Viceroyalty of Peru,,,alliance,inactive,0.0,0.0,0.0,Inca Religion,Qhapaq Raymi,yearly,yearly,once in a lifetime,,,,,sitwa,yearly,yearly,yearly,sacrifice to the sun,daily,daily,daily,qhapaq ucha,once per generation,once per generation,once per generation,,1.6694728687561682,,,,,,,,,PeInca,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,98.92158926344824,24.400662564352746,0.0,22.385606273598317,18.415254251822255,0.0,142.0,21.4079584080875,0.0,5.845454545454543,2.5300314482285224,0.0,13.111111111111107,3.3777001043871384,0.0,15.0,8.563183363235,0.0,0.0,0.0,0.0,24.0,8.563183363235,0.0
PeInca+1500,1331,['Cuzco'],Inca Empire,1500,1600,,500000.0,20000.0,4,6.0,4.0,5.0,2310,,0.1,1.0,1.0,1.0,0.1,1.0,governed population,0.1,0.1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.0,1.0,1.0,0.1,1.0,1.0,,370,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,1.0,1.0,14.0,0.1,1.0,1.0,1524.0,"['18L', '19L']",['South America'],Cuzco,unitary state,Quechua,Quechua,Late Intermediate Period,population migration,Viceroyalty of Peru,,,none,inactive,0.0,0.0,0.0,Inca Religion,Qhapaq Raymi,yearly,yearly,once in a lifetime,,,,,sitwa,yearly,yearly,yearly,sacrifice to the sun,daily,daily,daily,qhapaq ucha,once per generation,once per generation,once per generation,,4.5433072489704225,,,,,,,,,PeInca,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,107.98228710380184,6.200420076207233,0.0,26.686636269262294,4.679475890063318,0.0,150.33333333333334,5.4399479831352755,0.0,6.890909090909088,0.6429029434614416,0.0,14.455555555555556,0.858302904005788,0.0,19.0,2.1759791932541104,0.0,0.0,0.0,0.0,27.0,2.1759791932541104,0.0
PeInca+1600,1332,['Cuzco'],Inca Empire,1600,1700,,500000.0,20000.0,4,6.0,4.0,5.0,2310,,0.1,1.0,1.0,1.0,0.1,1.0,governed population,0.1,0.1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.0,1.0,1.0,0.1,1.0,1.0,,370,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,1.0,1.0,14.0,0.1,1.0,1.0,1524.0,"['18L', '19L']",['South America'],Cuzco,unitary state,Quechua,Quechua,Late Intermediate Period,population migration,Viceroyalty of Peru,,,none,inactive,0.0,0.0,0.0,Inca Religion,Qhapaq Raymi,yearly,yearly,once in a lifetime,,,,,sitwa,yearly,yearly,yearly,sacrifice to the sun,daily,daily,daily,qhapaq ucha,once per generation,once per generation,once per generation,,3.570368549156619,,,,,,,,,PeInca,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,113.68125710813786,13.364559855486677,0.0,36.33791428326045,10.086273971184372,0.0,165.33333333333334,11.725416913335525,0.0,8.399999999999995,1.3857310897578348,0.0,16.244444444444444,1.8500102241040493,0.0,25.0,4.69016676533421,0.0,0.8888888888888888,0.0,0.0,34.0,4.69016676533421,0.0
PeWari+600,1333,['Cuzco'],Wari Empire,600,700,100000.0,20000.0,30000.0,2,3.0,,5.0,730,,0.1,1.0,1.0,1.0,0.1,,governed population,1.0,0.1,0.1,0.1,1.0,1.0,,1.0,1.0,1.0,0.1,0.0,1.0,1.0,0.1,0.1,1.0,15819,745,12.0,0.1,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,0.1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,799.0,"['18L', '19L']",['South America'],Wari,unitary state,Quechua,Quechua,Early Intermediate Period,elite migration,Late Intermediate Period,Middle Horizon,720000,alliance,,,,,,state sponsored feast,,,,ritual combat,,,,state sponsored feast,,,,,,,,,,,,,,,,,,,,,,PeWari,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,5.57278693268764,0.0,17.556302500767288,4.793744751386762,0.0,0.0,4.990008564871967,0.0,42.0,4.458229546150113,0.0,1.3818181818181818,0.5572786932687641,0.0,2.2888888888888888,0.7678061996147416,0.0,0.0,1.1145573865375282,0.0,0.0,0.0,0.0,0.0,1.1145573865375282,0.0
PeWari+700,1334,['Cuzco'],Wari Empire,700,800,100000.0,20000.0,30000.0,2,3.0,,5.0,730,,0.1,1.0,1.0,1.0,0.1,,governed population,1.0,0.1,0.1,0.1,1.0,1.0,,1.0,1.0,1.0,0.1,0.0,1.0,1.0,0.1,0.1,1.0,15819,745,12.0,0.1,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,0.1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,799.0,"['18L', '19L']",['South America'],Wari,unitary state,Quechua,Quechua,Early Intermediate Period,elite migration,Late Intermediate Period,Middle Horizon,720000,alliance,,,,,,state sponsored feast,,,,ritual combat,,,,state sponsored feast,,,,,,,,,,,,,,,,,,,,,,PeWari,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",5.0,10.621756634734547,0.0,24.85733249643127,9.136898778527241,0.0,4.477121254719664,9.510978478365931,0.0,49.0,8.49740530778764,0.0,1.9727272727272729,1.062175663473455,0.0,3.1444444444444444,1.4634420252300937,0.0,1.0,2.12435132694691,0.0,0.0,0.0,0.0,1.0,2.12435132694691,0.0
PeWari+800,1335,['Cuzco'],Wari Empire,800,900,100000.0,20000.0,30000.0,2,3.0,,5.0,730,,0.1,1.0,1.0,1.0,0.1,,governed population,1.0,0.1,0.1,0.1,1.0,1.0,,1.0,1.0,1.0,0.1,0.0,1.0,1.0,0.1,0.1,1.0,15819,745,12.0,0.1,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,0.1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,799.0,"['18L', '19L']",['South America'],Wari,unitary state,Quechua,Quechua,Early Intermediate Period,elite migration,Late Intermediate Period,Middle Horizon,720000,alliance,,,,,,state sponsored feast,,,,ritual combat,,,,state sponsored feast,,,,,,,,,,,,,,,,,,,,,,PeWari,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",10.0,5.189859709442877,0.0,34.93651374247889,4.464348456720356,0.0,8.954242509439327,4.647126242831987,0.0,58.0,4.151887767554301,0.0,2.5727272727272728,0.5189859709442877,0.0,4.122222222222222,0.7150473377454631,0.0,2.0,1.0379719418885751,0.0,0.0,0.0,0.0,4.0,1.0379719418885751,0.0
PeWari+900,1336,['Cuzco'],Wari Empire,900,1000,100000.0,20000.0,30000.0,2,3.0,,5.0,730,,0.1,1.0,1.0,1.0,0.1,,governed population,1.0,0.1,0.1,0.1,1.0,1.0,,1.0,1.0,1.0,0.1,0.0,1.0,1.0,0.1,0.1,1.0,15819,745,12.0,0.1,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,0.1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,799.0,"['18L', '19L']",['South America'],Wari,unitary state,Quechua,Quechua,Early Intermediate Period,elite migration,Late Intermediate Period,Middle Horizon,720000,alliance,,,,,,state sponsored feast,,,,ritual combat,,,,state sponsored feast,,,,,,,,,,,,,,,,,,,,,,PeWari,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",15.0,5.451857996392573,0.0,42.015694988526526,4.689720954916999,0.0,13.431363764158993,4.88172586267251,0.0,64.0,4.361486397114058,0.0,3.081818181818182,0.5451857996392573,0.0,4.933333333333334,0.7511448795029769,0.0,3.0,1.0903715992785146,0.0,0.0,0.0,0.0,7.0,1.0903715992785146,0.0
PeWari+1000,1337,['Cuzco'],Wari Empire,1000,1100,100000.0,20000.0,30000.0,2,3.0,,5.0,730,,0.1,1.0,1.0,1.0,0.1,,governed population,1.0,0.1,0.1,0.1,1.0,1.0,,1.0,1.0,1.0,0.1,0.0,1.0,1.0,0.1,0.1,1.0,15819,745,12.0,0.1,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,0.1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,799.0,"['18L', '19L']",['South America'],Wari,unitary state,Quechua,Quechua,Early Intermediate Period,elite migration,Late Intermediate Period,Middle Horizon,720000,alliance,,,,,,state sponsored feast,,,,ritual combat,,,,state sponsored feast,,,,,,,,,,,,,,,,,,,,,,PeWari,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",20.0,20.724564514004896,0.0,49.09487623457414,17.827394724361675,0.0,17.908485018878654,18.557277656092037,0.0,70.0,16.579651611203914,0.0,3.5909090909090917,2.0724564514004893,0.0,5.744444444444445,2.855384444151786,0.0,4.0,4.144912902800979,0.0,0.0,0.0,0.0,10.0,4.144912902800979,0.0
PgOrokE+1800,1338,['Oro PNG'],Orokaiva,1800,1900,,,600.0,2,3.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.1,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,['55L'],['Oceania-Australia'],none,quasi-polity,Orokaiva,Papuan Languages,Orokaiva Tribes,continuity,Australian Mandate,Melanesia,940000,none,0.0,,0.1,0.1,Orokaiva Religion,Pig Feast,yearly,yearly,yearly,Embahi separation ceremony,once per generation,once per generation,once in a lifetime,Raiding Feast,not applicable,,,,,,,Embahi separation ceremony,once per generation,once per generation,once in a lifetime,,2.714680532404113,1.5220825750425049,,,,,,,,PgOrokE,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,2.7781512503836434,3.5755586819170966,2.7781512503836434,1.6666666666666667,2.1450468073107603,1.6666666666666667,0.0,0.0,0.0,0.1111111111111111,0.14300312048738398,0.1111111111111111,2.0,2.574056168772912,2.0,0.0,0.0,0.0,2.0,2.574056168772912,2.0
PgOrokE+1900,1339,['Oro PNG'],Orokaiva,1900,2000,,,600.0,2,3.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.1,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,['55L'],['Oceania-Australia'],none,quasi-polity,Orokaiva,Papuan Languages,Orokaiva Tribes,continuity,Australian Mandate,Melanesia,940000,none,0.0,,0.1,0.1,Orokaiva Religion,Pig Feast,yearly,yearly,yearly,Embahi separation ceremony,once per generation,once per generation,once in a lifetime,Raiding Feast,not applicable,,,,,,,Embahi separation ceremony,once per generation,once per generation,once in a lifetime,,1.2889617830770392,-1.7348310092468768,,,,,,,,PgOrokE,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,11.112605001534574,9.223657876431762,8.33445375115093,7.000000000000001,5.533450752641132,5.0,0.5454545454545454,0.0,0.0,0.8888888888888888,0.36889671684274206,0.3333333333333333,10.0,6.64014090316936,6.0,0.3333333333333333,0.0,0.0,12.0,6.64014090316936,6.0
