Temperoculture,Unnamed: 0,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2,CC_PolTerr_Regression_x0,CC_PolTerr_Regression_x1,CC_PolTerr_Regression_x2,CC_CapPop_Regression_x0,CC_CapPop_Regression_x1,CC_CapPop_Regression_x2,CC_Hier_Regression_x0,CC_Hier_Regression_x1,CC_Hier_Regression_x2,CC_Govt_Regression_x0,CC_Govt_Regression_x1,CC_Govt_Regression_x2,CC_Infra_Regression_x0,CC_Infra_Regression_x1,CC_Infra_Regression_x2,CC_Writing_Regression_x0,CC_Writing_Regression_x1,CC_Writing_Regression_x2,CC_Texts_Regression_x0,CC_Texts_Regression_x1,CC_Texts_Regression_x2,CC_Money_Regression_x0,CC_Money_Regression_x1,CC_Money_Regression_x2
EgDyn1-3100,234,['Upper Egypt'],Dynasty 1,-3100,-3000,900000.0,50000.0,6000.0,4,3.0,3.0,4.0,790,,0.1,0.1,0.0,0.1,0.1,0.1,land,1.0,0.1,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,,1.0,,124,11.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,1.0,1.0,0.0,21.0,0.1,0.1,1.0,,['36R'],['Africa'],Memphis,unitary state,,,Naqada III,continuity,Dynasty II,,,none,,,,,,Sed Festival,,,,royal hunt,yearly,yearly,yearly,,,,,,,,,,,,,,,,,,,,,,,EgDyn1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",27.60879337398693,6.064396747297898,0.0,33.98970004336019,4.785901542432988,0.0,44.90625679567007,3.848047525323848,0.0,23.66666666666667,3.395000420671447,0.0,2.5090909090909093,0.2499954855221703,0.0,5.988888888888892,0.7921667648233377,0.0,43.0,4.074000504805737,0.0,0.6666666666666667,0.6790000841342895,0.0,37.0,3.055500378604303,0.0
EgDyn1-3000,235,['Upper Egypt'],Dynasty 1,-3000,-2900,900000.0,50000.0,6000.0,4,3.0,3.0,4.0,790,,0.1,0.1,0.0,0.1,0.1,0.1,land,1.0,0.1,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,,1.0,,124,11.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,1.0,1.0,0.0,21.0,0.1,0.1,1.0,,['36R'],['Africa'],Memphis,unitary state,,,Naqada III,continuity,Dynasty II,,,none,,,,,,Sed Festival,,,,royal hunt,yearly,yearly,yearly,,,,,,,,,,,,,,,,,,,,,,,EgDyn1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",33.56303588342625,0.05779667171019049,0.0,38.688670047696206,0.045611986123523664,0.0,48.68440804605371,0.036673777922832905,0.0,27.0,0.032356017085612934,0.0,2.754545454545455,0.002382579439940589,0.0,6.7666666666666675,0.007549737319976352,0.0,47.0,0.038827220502735516,0.0,1.3333333333333337,0.0064712034171225865,0.0,40.0,0.02912041537705165,0.0
EgDyn1-2900,236,['Upper Egypt'],Dynasty 1,-2900,-2800,900000.0,50000.0,6000.0,4,3.0,3.0,4.0,790,,0.1,0.1,0.0,0.1,0.1,0.1,land,1.0,0.1,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,,1.0,,124,11.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,1.0,1.0,0.0,21.0,0.1,0.1,1.0,,['36R'],['Africa'],Memphis,unitary state,,,Naqada III,continuity,Dynasty II,,,none,,,,,,Sed Festival,,,,royal hunt,yearly,yearly,yearly,,,,,,,,,,,,,,,,,,,,,,,EgDyn1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",45.5586710780238,6.011671577590199,0.0,48.387640052032225,4.744291885026992,0.0,56.240710546821006,3.8145917724649356,0.0,33.666666666666664,3.3654835567859562,0.0,3.254545454545455,0.2478219709996932,0.0,8.322222222222225,0.7852794965833898,0.0,55.0,4.038580268143147,0.0,2.6666666666666665,0.6730967113571913,0.0,46.0,3.028935201107361,0.0
EgDyn2-2900,237,['Upper Egypt'],Early Dynastic Kingdom,-2900,-2800,1100000.0,100000.0,6000.0,4,3.0,3.0,4.0,790,,0.1,0.1,0.1,0.1,0.1,0.1,land,1.0,0.1,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,,1.0,,124,11.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,1.0,1.0,,21.0,0.1,0.1,1.0,,['36R'],['Africa'],Memphis,unitary state,,,Dynasty I,continuity,Old Kingdom,,,none,moralizing,1.0,,,,,,,,royal hunt,yearly,yearly,yearly,,,,,,,,,,,,,,,,,,,,,,,EgDyn2,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",39.51727839286558,6.099662322596087,0.0,43.387640052032225,5.048225335178934,0.0,52.46255929643736,3.8145917724649356,0.0,30.33333333333333,3.3654835567859562,0.0,3.0000000000000004,0.2570005625182004,0.0,7.544444444444447,0.7852794965833898,0.0,51.0,4.038580268143147,0.0,2.0,0.6730967113571913,0.0,43.0,3.028935201107361,0.0
EgDyn2-2800,238,['Upper Egypt'],Early Dynastic Kingdom,-2800,-2700,1100000.0,267000.0,6000.0,4,3.0,3.0,4.0,790,,0.1,0.1,0.1,0.1,0.1,0.1,land,1.0,0.1,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,,1.0,,124,11.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,1.0,1.0,,21.0,0.1,0.1,1.0,,['36R'],['Africa'],Memphis,unitary state,,,Dynasty I,continuity,Old Kingdom,,,none,moralizing,1.0,,,,,,,,royal hunt,yearly,yearly,yearly,,,,,,,,,,,,,,,,,,,,,,,EgDyn2,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",51.51291358746313,0.05826963743786377,0.0,53.086610056368244,0.052339064886313916,0.0,60.018861797204636,0.03644052208129239,0.0,37.0,0.032150223452623035,0.0,3.5000000000000004,0.00245510797274576,0.0,9.100000000000003,0.0075017188056120425,0.0,59.0,0.03858026814314765,0.0,3.333333333333333,0.006430044690524607,0.0,49.0,0.02893520110736074,0.0
EgDyn2-2700,239,['Upper Egypt'],Early Dynastic Kingdom,-2700,-2600,1100000.0,300000.0,6000.0,4,3.0,3.0,4.0,790,,0.1,0.1,0.1,0.1,0.1,0.1,land,1.0,0.1,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,,1.0,,124,11.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,1.0,1.0,,21.0,0.1,0.1,1.0,,['36R'],['Africa'],Memphis,unitary state,,,Dynasty I,continuity,Old Kingdom,,,none,moralizing,1.0,,,,,,,,royal hunt,yearly,yearly,yearly,,,,,,,,,,,,,,,,,,,,,,,EgDyn2,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",57.55430627262135,0.06018837617190085,0.0,58.51312131773282,0.05456672850087162,0.0,63.797013047588294,0.03764045817632074,0.0,40.333333333333336,0.03320888593550319,0.0,3.754545454545455,0.0025359512896202443,0.0,9.877777777777784,0.007748740051617411,0.0,63.0,0.03985066312260383,0.0,4.0,0.006641777187100639,0.0,52.0,0.029887997341952875,0.0
EgDyn2-2600,240,['Upper Egypt'],Early Dynastic Kingdom,-2600,-2500,1100000.0,300000.0,6000.0,4,3.0,3.0,4.0,790,,0.1,0.1,0.1,0.1,0.1,0.1,land,1.0,0.1,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,,1.0,,124,11.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,1.0,1.0,,21.0,0.1,0.1,1.0,,['36R'],['Africa'],Memphis,unitary state,,,Dynasty I,continuity,Old Kingdom,,,none,moralizing,1.0,,,,,,,,royal hunt,yearly,yearly,yearly,,,,,,,,,,,,,,,,,,,,,,,EgDyn2,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",63.59569895777957,6.155077951000111,0.0,63.99024257245248,5.5801882159885015,0.0,67.57516429797192,3.8492474614188765,0.0,43.66666666666667,3.396059083154328,0.0,4.00909090909091,0.25933542089542144,0.0,10.65555555555556,0.7924137860693432,0.0,67.0,4.075270899785194,0.0,4.666666666666666,0.6792118166308655,0.0,55.0,3.0564531748388952,0.0
EgHermp-700,241,['Upper Egypt'],Hermopolis,-700,-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,['36R'],['Africa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.398356691694204,5.8101010410951766,4.827149575591032,4.12101418609163,0.5881085736405721,0.8205614224487994,4.192033179074296,0.9029532305862766,4.2796667312214405,EgHermp,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
EgIntOc-400,242,['Upper Egypt'],Inter-Occupation Dynasties,-400,-300,2500000.0,500000.0,50000.0,5,5.0,2.0,4.0,,,0.1,1.0,1.0,1.0,0.1,0.1,,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,,,0.1,1.0,1.0,,['36R'],['Africa'],Mendes,unitary state,Demotic,Afro-Asiatic,Achaemenid Empire,indigenous revolt,Achaemenid Empire,Egypt,250000,alliance,moralizing,1.0,1.0,,Egyptian Religion,,,,,,,,,Feast of the Valley,not applicable,yearly,yearly,daily offering,not applicable,daily,daily,Khoiak,not applicable,yearly,yearly,,,,,,,,,,,EgIntOc,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",234.82563443434174,0.8688443424260692,0.0,247.05290240092145,0.7739237690900077,0.0,231.1660235844704,0.6381231299392186,0.0,201.66666666666674,0.4979356768862276,0.0,28.25454545454545,0.09135679361053099,0.0,42.52222222222221,0.13580063915078933,0.0,211.0,0.5432025566031573,0.0,37.55555555555557,0.13580063915078933,0.0,163.0,0.6790031957539466,0.0
EgIntOc-300,243,['Upper Egypt'],Inter-Occupation Dynasties,-300,-200,2500000.0,500000.0,50000.0,5,5.0,2.0,4.0,,,0.1,1.0,1.0,1.0,0.1,0.1,,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,,,0.1,1.0,1.0,,['36R'],['Africa'],Mendes,unitary state,Demotic,Afro-Asiatic,Achaemenid Empire,indigenous revolt,Achaemenid Empire,Egypt,250000,alliance,moralizing,1.0,1.0,,Egyptian Religion,,,,,,,,,Feast of the Valley,not applicable,yearly,yearly,daily offering,not applicable,daily,daily,Khoiak,not applicable,yearly,yearly,,,,,,,,,,,EgIntOc,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",262.6001514000704,7.281763984374781,0.0,271.97510867836047,6.486236893337124,0.0,250.6711735627903,5.348094932877231,0.0,219.66666666666674,4.1731871883529434,0.0,31.109090909090906,0.7656591370366557,0.0,46.4111111111111,1.1381419604598937,0.0,227.0,4.552567841839574,0.0,41.111111111111114,1.1381419604598937,0.0,183.0,5.690709802299468,0.0
EgMamBh+1300,244,['Upper Egypt'],Mamluk Sultanate,1300,1400,6000000.0,2100000.0,200000.0,7,9.0,3.0,7.0,1300,,1.0,1.0,1.0,1.0,0.1,1.0,governed population,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,7.0,1.0,1.0,1.0,1340.0,['36R'],['Africa'],Cairo,unitary state,Arabic,Afro-Asiatic,Ayyubid Sultanate,continuity,Mamluk Sultanate - Crisis Period,Islam,11000000,none,moralizing,1.0,1.0,1.0,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,mawlid,yearly,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,,,,,,,,,,EgMamBh,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",495.67880431063753,1.0927974973322383,47.44705875268551,476.4060036794007,1.0192905362623434,44.25553506313744,430.63223785779184,0.8546507887702925,37.10720996964787,407.3333333333335,1.021082380840318,44.33333333333333,55.87272727272725,0.14803251741369206,6.427272727272726,78.96666666666664,0.14330980783723768,6.222222222222222,359.0,0.6448941352675696,28.0,73.66666666666669,0.1612235338168924,7.0,348.0,0.8061176690844616,35.0
EgMamBh+1400,245,['Upper Egypt'],Mamluk Sultanate,1400,1500,6000000.0,2100000.0,200000.0,7,9.0,3.0,7.0,1300,,1.0,1.0,1.0,1.0,0.1,1.0,governed population,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,7.0,1.0,1.0,1.0,1340.0,['36R'],['Africa'],Cairo,unitary state,Arabic,Afro-Asiatic,Ayyubid Sultanate,continuity,Mamluk Sultanate - Crisis Period,Islam,11000000,none,moralizing,1.0,1.0,1.0,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,mawlid,yearly,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,,,,,,,,,,EgMamBh,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",509.4111980704605,7.237385609327812,35.58529406451413,488.9043142331904,6.7505632808255935,33.191651297353076,441.23429784911974,5.660186205355343,27.830407477235898,419.00000000000017,6.7624303194987645,33.24999999999999,57.5181818181818,0.9803906156976676,4.8204545454545435,80.85555555555554,0.9491130272980725,4.666666666666666,367.0,4.2710086228413235,21.0,75.66666666666669,1.0677521557103309,5.25,358.0,5.3387607785516575,26.25
EgMamBu+1500,246,"['Upper Egypt', 'Yemeni Coastal Plain']",Mamluk Sultanate,1500,1600,6000000.0,2100000.0,150000.0,7,7.0,3.0,7.0,1300,,1.0,1.0,1.0,1.0,0.1,1.0,governed population,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1494.0,"['36R', '38P']","['Africa', 'Southwest Asia']",Cairo,unitary state,Arabic,Afro-Asiatic,Mamluk Sultanate - Crisis Period,continuity,Ottoman Empire,Islam,11000000,none,moralizing,1.0,1.0,1.0,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,mawlid,yearly,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,,,,,,,,,,EgMamBu,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",306.7339263690354,19.305683415955965,40.66890750230186,292.95850436040337,18.007087726682578,37.933315768403524,265.65673954758364,14.742659980296247,31.05654755433409,259.1666666666667,16.13992793156175,34.00000000000001,36.67272727272726,2.6151861835632118,5.509090909090909,48.705555555555534,2.5317534010292926,5.333333333333334,229.5,11.392890304631818,24.0,47.27777777777778,2.8482225761579545,6.0,235.0,14.241112880789776,30.0
EgMamBu+1600,247,"['Upper Egypt', 'Yemeni Coastal Plain']",Mamluk Sultanate,1600,1700,6000000.0,2100000.0,150000.0,7,7.0,3.0,7.0,1300,,1.0,1.0,1.0,1.0,0.1,1.0,governed population,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1494.0,"['36R', '38P']","['Africa', 'Southwest Asia']",Cairo,unitary state,Arabic,Afro-Asiatic,Mamluk Sultanate - Crisis Period,continuity,Ottoman Empire,Islam,11000000,none,moralizing,1.0,1.0,1.0,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,mawlid,yearly,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,,,,,,,,,,EgMamBu,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",320.576277253778,21.689828693258523,13.556302500767288,305.7840764485986,20.23086360845533,12.64443858946784,278.6768181166566,16.563297064702727,10.352182518111364,272.9166666666667,18.13311989089085,11.333333333333336,38.959090909090904,2.9381472336577144,1.836363636363636,50.927777777777756,2.844410963276995,1.7777777777777777,239.5,12.799849334746476,8.0,49.72222222222222,3.1999623336866185,2.0,247.5,15.999811668433098,10.0
EgMamCP+1400,248,['Upper Egypt'],Mamluk Sultanate,1400,1500,4800000.0,2100000.0,150000.0,7,9.0,3.0,7.0,1300,,1.0,1.0,1.0,1.0,0.1,1.0,governed population,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1347.0,['36R'],['Africa'],Cairo,unitary state,Arabic,Afro-Asiatic,Mamluk Sultanate - Bahri Dynasty,continuity,Mamluk Sultanate - Burji Dynasty,Islam,11000000,none,moralizing,1.0,1.0,1.0,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,mawlid,yearly,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,,,,,,,,,,EgMamCP,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",516.1893493208439,7.133909734028546,35.076516496221835,495.22653352792435,6.7505632808255935,33.191651297353076,446.5353278447837,5.526782600010109,27.174479110042327,425.33333333333337,6.7624303194987645,33.24999999999999,58.43636363636361,0.9803906156976676,4.8204545454545435,81.74444444444441,0.9491130272980725,4.666666666666666,371.0,4.2710086228413235,21.0,76.66666666666669,1.0677521557103309,5.25,363.0,5.3387607785516575,26.25
EgMamCP+1500,249,['Upper Egypt'],Mamluk Sultanate,1500,1600,4800000.0,2100000.0,150000.0,7,9.0,3.0,7.0,1300,,1.0,1.0,1.0,1.0,0.1,1.0,governed population,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1347.0,['36R'],['Africa'],Cairo,unitary state,Arabic,Afro-Asiatic,Mamluk Sultanate - Bahri Dynasty,continuity,Mamluk Sultanate - Burji Dynasty,Islam,11000000,none,moralizing,1.0,1.0,1.0,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,mawlid,yearly,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,,,,,,,,,,EgMamCP,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",529.6487418086033,0.29807504491205183,40.08744742425353,507.87097211739217,0.2820577394630776,37.933315768403524,456.887510362895,0.23092470091948705,31.05654755433409,437.33333333333337,0.2825535781009854,37.99999999999999,60.27272727272725,0.0409635091696644,5.509090909090909,83.52222222222218,0.0396566425404892,5.333333333333334,379.0,0.17845489143220136,24.0,78.66666666666669,0.04461372285805034,6.0,373.0,0.2230686142902517,30.0
EgMidKg-2000,250,['Upper Egypt'],Middle Kingdom,-2000,-1900,1500000.0,238000.0,30000.0,5,3.0,4.0,4.0,586,,0.0,1.0,1.0,1.0,0.1,,state salary,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,21.0,0.0,0.0,1.0,-1850.0,['36R'],['Africa'],Itjtawyamenemhat,unitary state,Ancient Egyptian,Afroasiatic,Period of the Regions,,Hyksos Period,,,none,moralizing,1.0,,,Egyptian Religion,,,,,,,,,Feast of the Valley,not applicable,yearly,yearly,daily offering,not applicable,daily,daily,Khoiak,not applicable,yearly,yearly,,,,,,,,,,,EgMidKg,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",112.16536542010485,6.3507444731141725,6.176091259055681,114.66118385318823,5.528620767096703,5.376576957056511,103.58055932985864,4.603729425497557,4.477121254719664,83.33333333333333,3.77035605391066,3.6666666666666665,10.21818181818182,0.673055295574134,0.6545454545454544,19.43333333333334,0.9140257100389476,0.8888888888888888,107.0,4.113115695175265,4.0,13.555555555555555,0.9140257100389476,0.8888888888888888,81.0,3.0848367713814486,3.0
