Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Military_levels,Religious_levels,Settlement_hierarchy,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0
TrCappL-200,['Konya Plain'],Late Cappadocia,-200,-100,300000.0,130000.0,,5.0,4.0,3.0,,0.1,1.0,1.0,1.0,,,,1.0,0.1,0.1,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,,,0.1,0.1,1.0,-198.0,['36S'],['Southwest Asia'],Mazaca,loose,Greek,Indo-European,Seleucid Empire,continuity,Late Roman Republic,,,vassalage,,,,,Mithrakana,not applicable,yearly,yearly,,,,,Mithrakana,not applicable,yearly,yearly,Yasna,daily,daily,daily,Yasna,daily,daily,daily,,5.477121254719663,5.113943352306837,,4.0,0.4818181818181817,0.6666666666666666,4.0,0.6666666666666666,5.0,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",187.20536751257413
TrCappL-300,['Konya Plain'],Late Cappadocia,-300,-200,300000.0,130000.0,,5.0,4.0,3.0,,0.1,1.0,1.0,1.0,,,,1.0,0.1,0.1,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,,,0.1,0.1,1.0,-198.0,['36S'],['Southwest Asia'],Mazaca,loose,Greek,Indo-European,Seleucid Empire,continuity,Late Roman Republic,,,vassalage,,,,,Mithrakana,not applicable,yearly,yearly,,,,,Mithrakana,not applicable,yearly,yearly,Yasna,daily,daily,daily,Yasna,daily,daily,daily,,5.477121254719663,5.113943352306837,,4.0,0.4818181818181817,0.6666666666666666,4.0,0.6666666666666666,5.0,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",153.2425248313729
TrCimme-600,['Konya Plain'],Cimmerian Period,-600,-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['36S'],['Southwest Asia'],,quasipolity,,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
TrCimme-700,['Konya Plain'],Cimmerian Period,-700,-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['36S'],['Southwest Asia'],,quasipolity,,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
TrClcER-5500,['Konya Plain'],Konya Plain,-5500,-5400,2500.0,,2500.0,1.0,2.0,2.0,0.1,0.1,0.1,,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,0.1,,,0.1,,1.0,1.0,0.1,1.0,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,,0.1,0.1,0.1,0.1,,0.1,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaLN,continuity,KonyaLC,,,,,,,,feast,,,,,,,,feast,,,,,,,,,,,,,3.397940008672037,,3.397940008672037,1.6666666666666667,0.09090909090909093,0.16666666666666669,0.0,0.0,,0.2222222222222222,"[0, 1, 0, 0, 0, 0, 0, 0, 1]",16.989700043360184
TrClcER-5600,['Konya Plain'],Konya Plain,-5600,-5500,2500.0,,2500.0,1.0,2.0,2.0,0.1,0.1,0.1,,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,0.1,,,0.1,,1.0,1.0,0.1,1.0,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,,0.1,0.1,0.1,0.1,,0.1,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaLN,continuity,KonyaLC,,,,,,,,feast,,,,,,,,feast,,,,,,,,,,,,,3.397940008672037,,3.397940008672037,1.6666666666666667,0.09090909090909093,0.16666666666666669,0.0,0.0,,0.2222222222222222,"[0, 1, 0, 0, 0, 0, 0, 0, 1]",13.591760034688148
TrClcER-5700,['Konya Plain'],Konya Plain,-5700,-5600,2500.0,,2500.0,1.0,2.0,2.0,0.1,0.1,0.1,,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,0.1,,,0.1,,1.0,1.0,0.1,1.0,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,,0.1,0.1,0.1,0.1,,0.1,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaLN,continuity,KonyaLC,,,,,,,,feast,,,,,,,,feast,,,,,,,,,,,,,3.397940008672037,,3.397940008672037,1.6666666666666667,0.09090909090909093,0.16666666666666669,0.0,0.0,,0.2222222222222222,"[0, 1, 0, 0, 0, 0, 0, 0, 1]",10.19382002601611
TrClcER-5800,['Konya Plain'],Konya Plain,-5800,-5700,2500.0,,2500.0,1.0,2.0,2.0,0.1,0.1,0.1,,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,0.1,,,0.1,,1.0,1.0,0.1,1.0,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,,0.1,0.1,0.1,0.1,,0.1,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaLN,continuity,KonyaLC,,,,,,,,feast,,,,,,,,feast,,,,,,,,,,,,,3.397940008672037,,3.397940008672037,1.6666666666666667,0.09090909090909093,0.16666666666666669,0.0,0.0,,0.2222222222222222,"[0, 1, 0, 0, 0, 0, 0, 0, 1]",6.795880017344074
TrClcER-5900,['Konya Plain'],Konya Plain,-5900,-5800,2500.0,,2500.0,1.0,2.0,2.0,0.1,0.1,0.1,,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,0.1,,,0.1,,1.0,1.0,0.1,1.0,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,,0.1,0.1,0.1,0.1,,0.1,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaLN,continuity,KonyaLC,,,,,,,,feast,,,,,,,,feast,,,,,,,,,,,,,3.397940008672037,,3.397940008672037,1.6666666666666667,0.09090909090909093,0.16666666666666669,0.0,0.0,,0.2222222222222222,"[0, 1, 0, 0, 0, 0, 0, 0, 1]",3.397940008672037
TrClcER-6000,['Konya Plain'],Konya Plain,-6000,-5900,2500.0,,2500.0,1.0,2.0,2.0,0.1,0.1,0.1,,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,0.1,,,0.1,,1.0,1.0,0.1,1.0,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,,0.1,0.1,0.1,0.1,,0.1,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaLN,continuity,KonyaLC,,,,,,,,feast,,,,,,,,feast,,,,,,,,,,,,,3.397940008672037,,3.397940008672037,1.6666666666666667,0.09090909090909093,0.16666666666666669,0.0,0.0,,0.2222222222222222,"[0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0
TrClcLT-3000,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-3000,-2900,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-3100,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-3100,-3000,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-3200,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-3200,-3100,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-3300,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-3300,-3200,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-3400,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-3400,-3300,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-3500,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-3500,-3400,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-3600,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-3600,-3500,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-3700,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-3700,-3600,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-3800,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-3800,-3700,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-3900,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-3900,-3800,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-4000,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-4000,-3900,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-4100,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-4100,-4000,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-4200,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-4200,-4100,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-4300,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-4300,-4200,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-4400,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-4400,-4300,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-4500,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-4500,-4400,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-4600,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-4600,-4500,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
TrClcLT-4700,['Konya Plain'],Middle and Late Chalcolithic in Konya Plain,-4700,-4600,,90.0,2500.0,2.0,1.0,1.0,,0.1,0.0,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,,0.1,1.0,1.0,,0.1,0.1,1.0,1.0,0.1,,,1.0,0.1,0.1,0.1,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,0.1,,['36S'],['Southwest Asia'],,quasipolity,Indo-European language,Indo-European,KonyaEC,continuity,KonyEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9542425094393248,3.397940008672037,1.3333333333333333,0.07272727272727272,0.38888888888888895,2.0,0.0,1.0,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",
