Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Military_levels,Religious_levels,Settlement_hierarchy,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0
TrBrzER-2600,['Konya Plain'],Early Bronze Age in Central Anatolia,-2600,-2500,,,,2.0,,2.0,,0.1,,,,0.1,0.1,,,0.1,0.1,0.1,,1.0,,1.0,1.0,0.1,1.0,0.1,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,1.0,0.1,,0.1,0.1,,,['36S'],['Southwest Asia'],,quasipolity,Proto-Indo-European language,,KonyaLC,population migration,KonyMBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.14545454545454548,0.2333333333333333,2.0,0.0,3.0,0.3333333333333333,"[1, 1, 1, 0, 0, 0, 0, 0, 0]",
TrBrzER-2700,['Konya Plain'],Early Bronze Age in Central Anatolia,-2700,-2600,,,,2.0,,2.0,,0.1,,,,0.1,0.1,,,0.1,0.1,0.1,,1.0,,1.0,1.0,0.1,1.0,0.1,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,1.0,0.1,,0.1,0.1,,,['36S'],['Southwest Asia'],,quasipolity,Proto-Indo-European language,,KonyaLC,population migration,KonyMBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.14545454545454548,0.2333333333333333,2.0,0.0,3.0,0.3333333333333333,"[1, 1, 1, 0, 0, 0, 0, 0, 0]",
TrBrzER-2800,['Konya Plain'],Early Bronze Age in Central Anatolia,-2800,-2700,,,,2.0,,2.0,,0.1,,,,0.1,0.1,,,0.1,0.1,0.1,,1.0,,1.0,1.0,0.1,1.0,0.1,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,1.0,0.1,,0.1,0.1,,,['36S'],['Southwest Asia'],,quasipolity,Proto-Indo-European language,,KonyaLC,population migration,KonyMBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.14545454545454548,0.2333333333333333,2.0,0.0,3.0,0.3333333333333333,"[1, 1, 1, 0, 0, 0, 0, 0, 0]",
TrBrzER-2900,['Konya Plain'],Early Bronze Age in Central Anatolia,-2900,-2800,,,,2.0,,2.0,,0.1,,,,0.1,0.1,,,0.1,0.1,0.1,,1.0,,1.0,1.0,0.1,1.0,0.1,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,1.0,0.1,,0.1,0.1,,,['36S'],['Southwest Asia'],,quasipolity,Proto-Indo-European language,,KonyaLC,population migration,KonyMBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.14545454545454548,0.2333333333333333,2.0,0.0,3.0,0.3333333333333333,"[1, 1, 1, 0, 0, 0, 0, 0, 0]",
TrBrzER-3000,['Konya Plain'],Early Bronze Age in Central Anatolia,-3000,-2900,,,,2.0,,2.0,,0.1,,,,0.1,0.1,,,0.1,0.1,0.1,,1.0,,1.0,1.0,0.1,1.0,0.1,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,1.0,0.1,,0.1,0.1,,,['36S'],['Southwest Asia'],,quasipolity,Proto-Indo-European language,,KonyaLC,population migration,KonyMBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.14545454545454548,0.2333333333333333,2.0,0.0,3.0,0.3333333333333333,"[1, 1, 1, 0, 0, 0, 0, 0, 0]",
TrBrzL1-1500,['Konya Plain'],Late Bronze Age I Konya Plain,-1500,-1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
TrBrzL1-1600,['Konya Plain'],Late Bronze Age I Konya Plain,-1600,-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
TrBrzL1-1700,['Konya Plain'],Late Bronze Age I Konya Plain,-1700,-1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
TrBrzL2-1400,['Konya Plain'],Late Bronze Age II Konya Plain,-1400,-1300,300000.0,50000.0,12000.0,7.0,3.0,3.0,,,,1.0,,0.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.1,0.1,0.0,0.1,1.0,0.1,,0.1,,1.0,-1450.0,['36S'],['Southwest Asia'],Hattusa,,Luwian,Indo-European,Old Kingdom of Hatti,continuity,New Kingdom of Hatti,,,,1.0,1.0,1.0,Hittite Religion,KI LAM,yearly,yearly,yearly,warrior oath,,,once in a lifetime,AN TAH SUM,yearly,yearly,yearly,daily offering ritual,,daily,daily,substitution ritual,,,,,5.477121254719663,4.698970004336019,4.079181246047625,4.333333333333333,0.6363636363636364,0.7777777777777778,4.0,0.7777777777777778,3.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",56.46682129807985
TrBrzL2-1500,['Konya Plain'],Late Bronze Age II Konya Plain,-1500,-1400,300000.0,50000.0,12000.0,7.0,3.0,3.0,,,,1.0,,0.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.1,0.1,0.0,0.1,1.0,0.1,,0.1,,1.0,-1450.0,['36S'],['Southwest Asia'],Hattusa,,Luwian,Indo-European,Old Kingdom of Hatti,continuity,New Kingdom of Hatti,,,,1.0,1.0,1.0,Hittite Religion,KI LAM,yearly,yearly,yearly,warrior oath,,,once in a lifetime,AN TAH SUM,yearly,yearly,yearly,daily offering ritual,,daily,daily,substitution ritual,,,,,5.477121254719663,4.698970004336019,4.079181246047625,4.333333333333333,0.6363636363636364,0.7777777777777778,4.0,0.7777777777777778,3.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",50.98970004336019
TrBrzMD-1700,['Konya Plain'],Middle Bronze Age in Central Anatolia,-1700,-1600,50000.0,15000.0,9000.0,3.0,1.0,2.0,,0.1,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,,0.1,1.0,1.0,,1.0,1.0,0.1,1.0,0.1,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,1.0,0.1,5.0,0.1,,1.0,-1800.0,['36S'],['Southwest Asia'],Kanish,quasipolity,Hattic Luwian Hittite Hurrian Old Assyrian dialect of Akkadian,,KonyEBA,continuity,KonLBA1,,,vassalage,,,,,,,,,,,,,,,,,,,,,,,,,,4.698970004336019,4.176091259055681,3.9542425094393248,2.0,0.3363636363636364,0.6777777777777777,4.0,0.2222222222222222,3.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",34.48455006504028
TrBrzMD-1800,['Konya Plain'],Middle Bronze Age in Central Anatolia,-1800,-1700,50000.0,15000.0,9000.0,3.0,1.0,2.0,,0.1,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,,0.1,1.0,1.0,,1.0,1.0,0.1,1.0,0.1,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,1.0,0.1,5.0,0.1,,1.0,-1800.0,['36S'],['Southwest Asia'],Kanish,quasipolity,Hattic Luwian Hittite Hurrian Old Assyrian dialect of Akkadian,,KonyEBA,continuity,KonLBA1,,,vassalage,,,,,,,,,,,,,,,,,,,,,,,,,,4.698970004336019,4.176091259055681,3.9542425094393248,2.0,0.3363636363636364,0.6777777777777777,4.0,0.2222222222222222,3.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",29.78558006070426
TrBrzMD-1900,['Konya Plain'],Middle Bronze Age in Central Anatolia,-1900,-1800,50000.0,15000.0,9000.0,3.0,1.0,2.0,,0.1,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,,0.1,1.0,1.0,,1.0,1.0,0.1,1.0,0.1,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,1.0,0.1,5.0,0.1,,1.0,-1800.0,['36S'],['Southwest Asia'],Kanish,quasipolity,Hattic Luwian Hittite Hurrian Old Assyrian dialect of Akkadian,,KonyEBA,continuity,KonLBA1,,,vassalage,,,,,,,,,,,,,,,,,,,,,,,,,,4.698970004336019,4.176091259055681,3.9542425094393248,2.0,0.3363636363636364,0.6777777777777777,4.0,0.2222222222222222,3.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",25.08661005636824
TrBrzMD-2000,['Konya Plain'],Middle Bronze Age in Central Anatolia,-2000,-1900,50000.0,15000.0,9000.0,3.0,1.0,2.0,,0.1,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,,0.1,1.0,1.0,,1.0,1.0,0.1,1.0,0.1,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,1.0,0.1,5.0,0.1,,1.0,-1800.0,['36S'],['Southwest Asia'],Kanish,quasipolity,Hattic Luwian Hittite Hurrian Old Assyrian dialect of Akkadian,,KonyEBA,continuity,KonLBA1,,,vassalage,,,,,,,,,,,,,,,,,,,,,,,,,,4.698970004336019,4.176091259055681,3.9542425094393248,2.0,0.3363636363636364,0.6777777777777777,4.0,0.2222222222222222,3.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",20.38764005203222
TrByzM1+700,"['Konya Plain', 'Upper Egypt']",Bzyantine Empire,700,800,4500000.0,470000.0,80000.0,8.0,7.0,6.0,,1.0,1.0,1.0,1.0,0.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,0.0,1.0,1.0,757.0,"['36S', '36R']","['Southwest Asia', 'Africa']",Constantinople,unitary state,Greek,Indo-European,East Roman Empire,continuity,Byzantine Empire - Middle Ages II,Christianity,15000000,alliance,1.0,1.0,0.0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,6.653212513775344,5.672097857935718,4.903089986991943,7.0,0.9090909090909092,1.0,4.0,1.0,5.0,0.0,0.0,371.0856816117027
TrByzM1+800,"['Konya Plain', 'Upper Egypt']",Bzyantine Empire,800,900,5000000.0,520000.0,100000.0,8.0,7.0,6.0,,1.0,1.0,1.0,1.0,0.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,1.0,757.0,"['36S', '36R']","['Southwest Asia', 'Africa']",Constantinople,unitary state,Greek,Indo-European,East Roman Empire,continuity,Byzantine Empire - Middle Ages II,Christianity,15000000,alliance,1.0,1.0,0.0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,6.698970004336019,5.7160033436348,5.0,7.0,0.9090909090909092,1.0,4.0,1.0,5.0,0.0,0.0,392.3608637278661
TrByzM1+900,"['Konya Plain', 'Upper Egypt']",Bzyantine Empire,900,1000,5000000.0,520000.0,100000.0,8.0,7.0,6.0,,1.0,1.0,1.0,1.0,0.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,1.0,757.0,"['36S', '36R']","['Southwest Asia', 'Africa']",Constantinople,unitary state,Greek,Indo-European,East Roman Empire,continuity,Byzantine Empire - Middle Ages II,Christianity,15000000,alliance,1.0,1.0,0.0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,6.698970004336019,5.7160033436348,5.0,7.0,0.9090909090909092,1.0,4.0,1.0,5.0,0.0,0.0,409.380942296939
TrByzM2+1000,['Konya Plain'],Bzyantine Empire,1000,1100,10000000.0,810000.0,300000.0,8.0,7.0,6.0,,1.0,1.0,1.0,1.0,0.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,1.0,1.0,1024.0,['36S'],['Southwest Asia'],Constantinople,unitary state,Greek,Indo-European,Byzantine Empire - Middle Ages I,continuity,Byzantine Empire - Middle Ages III,Christianity,15000000,alliance,1.0,1.0,0.0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,7.0,5.9084850188786495,5.477121254719663,7.0,0.9090909090909092,1.0,4.0,1.0,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",377.40449810844154
TrByzM2+1100,['Konya Plain'],Bzyantine Empire,1100,1200,10000000.0,1150000.0,300000.0,8.0,7.0,6.0,,1.0,1.0,1.0,1.0,0.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,1.0,1.0,1024.0,['36S'],['Southwest Asia'],Constantinople,unitary state,Greek,Indo-European,Byzantine Empire - Middle Ages I,continuity,Byzantine Empire - Middle Ages III,Christianity,15000000,alliance,1.0,1.0,0.0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,7.0,6.060697840353613,5.477121254719663,7.0,0.9090909090909092,1.0,4.0,1.0,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",390.5805893674972
TrByzM2+900,['Konya Plain'],Bzyantine Empire,900,1000,7500000.0,610000.0,100000.0,8.0,7.0,6.0,,1.0,1.0,1.0,1.0,0.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,1.0,1.0,1024.0,['36S'],['Southwest Asia'],Constantinople,unitary state,Greek,Indo-European,Byzantine Empire - Middle Ages I,continuity,Byzantine Empire - Middle Ages III,Christianity,15000000,alliance,1.0,1.0,0.0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,6.8750612633917,5.785329835010767,5.0,7.0,0.9090909090909092,1.0,4.0,1.0,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",363.8304668407138
TrByzM3+1100,['Konya Plain'],Bzyantine Empire,1100,1200,5000000.0,400000.0,100000.0,9.0,7.0,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0,1.0,1.0,1179.0,['36S'],['Southwest Asia'],Constantinople,unitary state,Greek,Indo-European,Byzantine Empire - Middle Ages II,continuity,Latin Empire,Christianity,20000000,alliance,1.0,1.0,0.0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,6.698970004336019,5.6020599913279625,5.0,7.333333333333332,1.0,1.0,4.0,1.0,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",404.6633747378137
TrByzM3+1200,['Konya Plain'],Bzyantine Empire,1200,1300,7300000.0,490000.0,100000.0,9.0,7.0,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0,1.0,1.0,1179.0,['36S'],['Southwest Asia'],Constantinople,unitary state,Greek,Indo-European,Byzantine Empire - Middle Ages II,continuity,Latin Empire,Christianity,20000000,alliance,1.0,1.0,0.0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,6.863322860120456,5.690196080028514,5.0,7.333333333333332,1.0,1.0,4.0,1.0,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",411.36234474214973
TrByzM3+1300,['Konya Plain'],Bzyantine Empire,1300,1400,7300000.0,490000.0,100000.0,9.0,7.0,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0,1.0,1.0,1179.0,['36S'],['Southwest Asia'],Constantinople,unitary state,Greek,Indo-European,Byzantine Empire - Middle Ages II,continuity,Latin Empire,Christianity,20000000,alliance,1.0,1.0,0.0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,6.863322860120456,5.690196080028514,5.0,7.333333333333332,1.0,1.0,4.0,1.0,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",437.660635490698
TrCappL+0,['Konya Plain'],Late Cappadocia,0,100,300000.0,130000.0,,5.0,4.0,3.0,,0.1,1.0,1.0,1.0,,,,1.0,0.1,0.1,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,,,0.1,0.1,1.0,-198.0,['36S'],['Southwest Asia'],Mazaca,loose,Greek,Indo-European,Seleucid Empire,continuity,Late Roman Republic,,,vassalage,,,,,Mithrakana,not applicable,yearly,yearly,,,,,Mithrakana,not applicable,yearly,yearly,Yasna,daily,daily,daily,Yasna,daily,daily,daily,,5.477121254719663,5.113943352306837,,4.0,0.4818181818181817,0.6666666666666666,4.0,0.6666666666666666,5.0,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",256.39045792778535
TrCappL-100,['Konya Plain'],Late Cappadocia,-100,0,300000.0,130000.0,,5.0,4.0,3.0,,0.1,1.0,1.0,1.0,,,,1.0,0.1,0.1,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,,,0.1,0.1,1.0,-198.0,['36S'],['Southwest Asia'],Mazaca,loose,Greek,Indo-European,Seleucid Empire,continuity,Late Roman Republic,,,vassalage,,,,,Mithrakana,not applicable,yearly,yearly,,,,,Mithrakana,not applicable,yearly,yearly,Yasna,daily,daily,daily,Yasna,daily,daily,daily,,5.477121254719663,5.113943352306837,,4.0,0.4818181818181817,0.6666666666666666,4.0,0.6666666666666666,5.0,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",213.46424414194627
