Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed
TrBrzMD-1900,['Konya Plain'],Middle Bronze Age in Central Anatolia,-1900,-1800,50000,15000,9000,3,3,1,2,157,,0.1,0.1,1,0.1,0.1,0.1,,1,0.1,,0.1,1,1,,1,1,0.1,1,0.1,1,1,,1,1,,110,,,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,0.1,0.1,0.1,1,,0.1,5,0.1,,1,-1800,['36S'],['Southwest Asia'],Kanish,quasipolity,Hattic Luwian Hittite Hurrian Old Assyrian dialect of Akkadian,,KonyEBA,continuity,KonLBA1,,,vassalage,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69897000433602,4.17609125905568,3.95424250943932,2,0.336363636363636,0.677777777777778,4,0.222222222222222,3,TrBrzMD,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrBrzMD-1800,['Konya Plain'],Middle Bronze Age in Central Anatolia,-1800,-1700,50000,15000,9000,3,3,1,2,157,,0.1,0.1,1,0.1,0.1,0.1,,1,0.1,,0.1,1,1,,1,1,0.1,1,0.1,1,1,,1,1,,110,,,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,0.1,0.1,0.1,1,,0.1,5,0.1,,1,-1800,['36S'],['Southwest Asia'],Kanish,quasipolity,Hattic Luwian Hittite Hurrian Old Assyrian dialect of Akkadian,,KonyEBA,continuity,KonLBA1,,,vassalage,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69897000433602,4.17609125905568,3.95424250943932,2,0.336363636363636,0.677777777777778,4,0.222222222222222,3,TrBrzMD,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrBrzMD-1700,['Konya Plain'],Middle Bronze Age in Central Anatolia,-1700,-1600,50000,15000,9000,3,3,1,2,157,,0.1,0.1,1,0.1,0.1,0.1,,1,0.1,,0.1,1,1,,1,1,0.1,1,0.1,1,1,,1,1,,110,,,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,0.1,0.1,0.1,1,,0.1,5,0.1,,1,-1800,['36S'],['Southwest Asia'],Kanish,quasipolity,Hattic Luwian Hittite Hurrian Old Assyrian dialect of Akkadian,,KonyEBA,continuity,KonLBA1,,,vassalage,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69897000433602,4.17609125905568,3.95424250943932,2,0.336363636363636,0.677777777777778,4,0.222222222222222,3,TrBrzMD,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrByzM1+700,"['Konya Plain', 'Upper Egypt']",Bzyantine Empire,700,800,4500000,470000,80000,8,8,7,6,2000,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,7,0,1,1,757,"['36S', '36R']","['Southwest Asia', 'Africa']",Constantinople,unitary state,Greek,Indo-European,East Roman Empire,continuity,Byzantine Empire - Middle Ages II,Christianity,15000000,alliance,moralizing,1,1,0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,6.65321251377534,5.67209785793572,4.90308998699194,7,0.909090909090909,1,4,1,5,TrByzM1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrByzM1+800,"['Konya Plain', 'Upper Egypt']",Bzyantine Empire,800,900,5000000,520000,100000,8,8,7,6,2000,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,9,0,1,1,757,"['36S', '36R']","['Southwest Asia', 'Africa']",Constantinople,unitary state,Greek,Indo-European,East Roman Empire,continuity,Byzantine Empire - Middle Ages II,Christianity,15000000,alliance,moralizing,1,1,0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,6.69897000433602,5.7160033436348,5,7,0.909090909090909,1,4,1,5,TrByzM1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrByzM1+900,"['Konya Plain', 'Upper Egypt']",Bzyantine Empire,900,1000,5000000,520000,100000,8,8,7,6,2000,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,9,0,1,1,757,"['36S', '36R']","['Southwest Asia', 'Africa']",Constantinople,unitary state,Greek,Indo-European,East Roman Empire,continuity,Byzantine Empire - Middle Ages II,Christianity,15000000,alliance,moralizing,1,1,0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,6.69897000433602,5.7160033436348,5,7,0.909090909090909,1,4,1,5,TrByzM1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrByzM2+900,['Konya Plain'],Bzyantine Empire,900,1000,7500000,610000,100000,8,8,7,6,1200,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0,1,1,1024,['36S'],['Southwest Asia'],Constantinople,unitary state,Greek,Indo-European,Byzantine Empire - Middle Ages I,continuity,Byzantine Empire - Middle Ages III,Christianity,15000000,alliance,moralizing,1,1,0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,6.8750612633917,5.78532983501077,5,7,0.909090909090909,1,4,1,5,TrByzM2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrByzM2+1000,['Konya Plain'],Bzyantine Empire,1000,1100,10000000,810000,300000,8,8,7,6,1200,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0,1,1,1024,['36S'],['Southwest Asia'],Constantinople,unitary state,Greek,Indo-European,Byzantine Empire - Middle Ages I,continuity,Byzantine Empire - Middle Ages III,Christianity,15000000,alliance,moralizing,1,1,0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,7,5.90848501887865,5.47712125471966,7,0.909090909090909,1,4,1,5,TrByzM2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrByzM2+1100,['Konya Plain'],Bzyantine Empire,1100,1200,10000000,1150000,300000,8,8,7,6,1200,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0,1,1,1024,['36S'],['Southwest Asia'],Constantinople,unitary state,Greek,Indo-European,Byzantine Empire - Middle Ages I,continuity,Byzantine Empire - Middle Ages III,Christianity,15000000,alliance,moralizing,1,1,0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,7,6.06069784035361,5.47712125471966,7,0.909090909090909,1,4,1,5,TrByzM2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrByzM3+1100,['Konya Plain'],Bzyantine Empire,1100,1200,5000000,400000,100000,8,9,7,6,1000,,1,1,1,1,1,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0,1,1,1179,['36S'],['Southwest Asia'],Constantinople,unitary state,Greek,Indo-European,Byzantine Empire - Middle Ages II,continuity,Latin Empire,Christianity,20000000,alliance,moralizing,1,1,0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,6.69897000433602,5.60205999132796,5,7.33333333333333,1,1,4,1,5,TrByzM3,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrByzM3+1200,['Konya Plain'],Bzyantine Empire,1200,1300,7300000,490000,100000,8,9,7,6,1000,,1,1,1,1,1,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0,1,1,1179,['36S'],['Southwest Asia'],Constantinople,unitary state,Greek,Indo-European,Byzantine Empire - Middle Ages II,continuity,Latin Empire,Christianity,20000000,alliance,moralizing,1,1,0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,6.86332286012046,5.69019608002851,5,7.33333333333333,1,1,4,1,5,TrByzM3,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrByzM3+1300,['Konya Plain'],Bzyantine Empire,1300,1400,7300000,490000,100000,8,9,7,6,1000,,1,1,1,1,1,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0,1,1,1179,['36S'],['Southwest Asia'],Constantinople,unitary state,Greek,Indo-European,Byzantine Empire - Middle Ages II,continuity,Latin Empire,Christianity,20000000,alliance,moralizing,1,1,0,Christianity,racing day,yearly,yearly,yearly,funerary wailing,monthly,weekly,yearly,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,6.86332286012046,5.69019608002851,5,7.33333333333333,1,1,4,1,5,TrByzM3,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrERom+400,"['Konya Plain', 'Latium', 'Upper Egypt']",Byzantine Empire,400,500,15000000,1300000,300000,8,9,7,6,3300,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,120,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0,1,1,533,"['36S', '33T', '36R']","['Southwest Asia', 'Europe', 'Africa']",Constantinople,unitary state,Greek,Indo-European,Roman Empire-Dominate,continuity,Byzantine Empire - Middle Ages I,Christianity,13000000,alliance,moralizing,1,1,0,Christianity,racing day,yearly,yearly,yearly,,,,,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,7.17609125905568,6.11394335230684,5.47712125471966,7.33333333333333,0.909090909090909,1,4,1,5,TrERom,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrERom+500,"['Konya Plain', 'Latium', 'Upper Egypt']",Byzantine Empire,500,600,20000000,1300000,500000,8,9,7,6,3300,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,120,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0,1,1,533,"['36S', '33T', '36R']","['Southwest Asia', 'Europe', 'Africa']",Constantinople,unitary state,Greek,Indo-European,Roman Empire-Dominate,continuity,Byzantine Empire - Middle Ages I,Christianity,13000000,alliance,moralizing,1,1,0,Christianity,racing day,yearly,yearly,yearly,,,,,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,7.30102999566398,6.11394335230684,5.69897000433602,7.33333333333333,0.909090909090909,1,4,1,5,TrERom,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrERom+600,"['Konya Plain', 'Latium', 'Upper Egypt']",Byzantine Empire,600,700,15000000,1400000,250000,8,9,7,6,3300,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,120,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0,1,1,533,"['36S', '33T', '36R']","['Southwest Asia', 'Europe', 'Africa']",Constantinople,unitary state,Greek,Indo-European,Roman Empire-Dominate,continuity,Byzantine Empire - Middle Ages I,Christianity,13000000,alliance,moralizing,1,1,0,Christianity,racing day,yearly,yearly,yearly,,,,,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,7.17609125905568,6.14612803567824,5.39794000867204,7.33333333333333,0.909090909090909,1,4,1,5,TrERom,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrERom+700,"['Konya Plain', 'Latium', 'Upper Egypt']",Byzantine Empire,700,800,15000000,1400000,250000,8,9,7,6,3300,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,120,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0,1,1,533,"['36S', '33T', '36R']","['Southwest Asia', 'Europe', 'Africa']",Constantinople,unitary state,Greek,Indo-European,Roman Empire-Dominate,continuity,Byzantine Empire - Middle Ages I,Christianity,13000000,alliance,moralizing,1,1,0,Christianity,racing day,yearly,yearly,yearly,,,,,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,7.17609125905568,6.14612803567824,5.39794000867204,7.33333333333333,0.909090909090909,1,4,1,5,TrERom,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrHatNK-1300,['Konya Plain'],New Kingdom of Hatti,-1300,-1200,1300000,250000,15000,4,6,4,3,,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,0.1,1,,1,,0.1,1,1,1,1,1,,250,,0,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,0,0,1,,1,1,1,0.1,1,1,1,1,0.1,0,0,0.1,1,1,0.1,,0.1,,1,-1240,['36S'],['Southwest Asia'],Hattusa,unitary state,Luwian,Indo-European,Late Bronze II,continuity,New Kingdom of Hatti,Hittite,,,0,1,1,1,Hittite Religion,KI LAM,yearly,yearly,yearly,warrior oath,,,once in a lifetime,AN TAH SUM,yearly,yearly,yearly,daily offering ritual,not applicable,daily,daily,substitution ritual,,,,,6.11394335230684,5.39794000867204,4.17609125905568,4.33333333333333,0.909090909090909,0.788888888888889,4,0.666666666666667,3,TrHatNK,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrHatNK-1200,['Konya Plain'],New Kingdom of Hatti,-1200,-1100,1300000,300000,15000,4,6,4,3,,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,0.1,1,,1,,0.1,1,1,1,1,1,,250,,0,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,0,0,1,,1,1,1,0.1,1,1,1,1,0.1,0,0,0.1,1,1,0.1,,0.1,,1,-1240,['36S'],['Southwest Asia'],Hattusa,unitary state,Luwian,Indo-European,Late Bronze II,continuity,New Kingdom of Hatti,Hittite,,,0,1,1,1,Hittite Religion,KI LAM,yearly,yearly,yearly,warrior oath,,,once in a lifetime,AN TAH SUM,yearly,yearly,yearly,daily offering ritual,not applicable,daily,daily,substitution ritual,,,,,6.11394335230684,5.47712125471966,4.17609125905568,4.33333333333333,0.909090909090909,0.788888888888889,4,0.666666666666667,3,TrHatNK,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrHatNK-1100,['Konya Plain'],New Kingdom of Hatti,-1100,-1000,1300000,300000,15000,4,6,4,3,,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,0.1,1,,1,,0.1,1,1,1,1,1,,250,,0,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,0,0,1,,1,1,1,0.1,1,1,1,1,0.1,0,0,0.1,1,1,0.1,,0.1,,1,-1240,['36S'],['Southwest Asia'],Hattusa,unitary state,Luwian,Indo-European,Late Bronze II,continuity,New Kingdom of Hatti,Hittite,,,0,1,1,1,Hittite Religion,KI LAM,yearly,yearly,yearly,warrior oath,,,once in a lifetime,AN TAH SUM,yearly,yearly,yearly,daily offering ritual,not applicable,daily,daily,substitution ritual,,,,,6.11394335230684,5.47712125471966,4.17609125905568,4.33333333333333,0.909090909090909,0.788888888888889,4,0.666666666666667,3,TrHatNK,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrHatOK-1600,['Konya Plain'],Kingdom of Hatti,-1600,-1500,800000,50000,11000,3,6,3,3,,,,,1,,0,1,state salary,1,1,1,1,1,1,,1,,1,,0,1,1,1,1,,,,,0,1,,1,1,1,1,1,1,1,,,1,1,,,,,,0,1,0,0,,1,1,1,1,1,1,1,0,0,0,0,1,,0,,,0,1,,['36S'],['Southwest Asia'],Hattusa,unitary state,Luwian,Indo-European,,,,,,,0,1,1,1,Hittite Religion,KI LAM,yearly,yearly,yearly,warrior oath,,,once in a lifetime,AN TAH SUM,yearly,yearly,yearly,daily offering ritual,not applicable,daily,daily,substitution ritual,,,,,5.90308998699194,4.69897000433602,4.04139268515823,4,0.636363636363636,0.666666666666667,4,0.666666666666667,3,TrHatOK,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrHatOK-1500,['Konya Plain'],Kingdom of Hatti,-1500,-1400,800000,50000,11000,3,6,3,3,,,,,1,,0,1,state salary,1,1,1,1,1,1,,1,,1,,0,1,1,1,1,,,,,0,1,,1,1,1,1,1,1,1,,,1,1,,,,,,0,1,0,0,,1,1,1,1,1,1,1,0,0,0,0,1,,0,,,0,1,,['36S'],['Southwest Asia'],Hattusa,unitary state,Luwian,Indo-European,,,,,,,0,1,1,1,Hittite Religion,KI LAM,yearly,yearly,yearly,warrior oath,,,once in a lifetime,AN TAH SUM,yearly,yearly,yearly,daily offering ritual,not applicable,daily,daily,substitution ritual,,,,,5.90308998699194,4.69897000433602,4.04139268515823,4,0.636363636363636,0.666666666666667,4,0.666666666666667,3,TrHatOK,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrNHitt-1100,['Konya Plain'],Neo-Hittite Kingdoms,-1100,-1000,80000,300,12000,4,4,3,3,,,,,1,,,,,1,1,1,1,1,1,0.1,1,1,,1,0.1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,,,,1,1,1,1,1,1,,,,,1,1,,0.1,1,1,1,1,,,0.1,0.1,1,1,,,0.1,,1,,['36S'],['Southwest Asia'],,quasipolity,Luwian,Indo-European,New Kingdom of Hatti,continuity,Kingdoms of Tabal,Neo-Hittite,,alliance,0,1,1,1,Hittite Religion,,,,,,,,,,,,,,,,,,,,,,4.90308998699194,2.47712125471966,4.07918124604763,3.33333333333333,0.545454545454545,0.788888888888889,4,0.444444444444444,3,TrNHitt,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrNHitt-1000,['Konya Plain'],Neo-Hittite Kingdoms,-1000,-900,80000,300,12000,4,4,3,3,,,,,1,,,,,1,1,1,1,1,1,0.1,1,1,,1,0.1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,,,,1,1,1,1,1,1,,,,,1,1,,0.1,1,1,1,1,,,0.1,0.1,1,1,,,0.1,,1,,['36S'],['Southwest Asia'],,quasipolity,Luwian,Indo-European,New Kingdom of Hatti,continuity,Kingdoms of Tabal,Neo-Hittite,,alliance,0,1,1,1,Hittite Religion,,,,,,,,,,,,,,,,,,,,,,4.90308998699194,2.47712125471966,4.07918124604763,3.33333333333333,0.545454545454545,0.788888888888889,4,0.444444444444444,3,TrNHitt,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrNHitt-900,['Konya Plain'],Neo-Hittite Kingdoms,-900,-800,80000,300,12000,4,4,3,3,,,,,1,,,,,1,1,1,1,1,1,0.1,1,1,,1,0.1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,,,,1,1,1,1,1,1,,,,,1,1,,0.1,1,1,1,1,,,0.1,0.1,1,1,,,0.1,,1,,['36S'],['Southwest Asia'],,quasipolity,Luwian,Indo-European,New Kingdom of Hatti,continuity,Kingdoms of Tabal,Neo-Hittite,,alliance,0,1,1,1,Hittite Religion,,,,,,,,,,,,,,,,,,,,,,4.90308998699194,2.47712125471966,4.07918124604763,3.33333333333333,0.545454545454545,0.788888888888889,4,0.444444444444444,3,TrNHitt,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrOttm1+1400,['Konya Plain'],Ottoman Emirate,1400,1500,5000000,690000,20000,5,6,2,4,,,1,1,1,1,1,1,state salary,0.1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0,1,1,1401,['36S'],['Southwest Asia'],Erdine,unitary state,Ottoman Turkish,Turkic,Byzantine Empire,elite migration,Ottoman Empire I,Persian,4500000,nominal allegiance,moralizing,1,1,1,Islam,sur,once per generation,once per generation,once per generation,Arafat wuquf,not applicable,yearly,once in a lifetime,Id al Fitr,not applicable,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,6.69897000433602,5.83884909073726,4.30102999566398,4,0.918181818181818,0.777777777777778,4,1,5,TrOttm1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrOttm1+1500,['Konya Plain'],Ottoman Emirate,1500,1600,5000000,690000,20000,5,6,2,4,,,1,1,1,1,1,1,state salary,0.1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0,1,1,1401,['36S'],['Southwest Asia'],Erdine,unitary state,Ottoman Turkish,Turkic,Byzantine Empire,elite migration,Ottoman Empire I,Persian,4500000,nominal allegiance,moralizing,1,1,1,Islam,sur,once per generation,once per generation,once per generation,Arafat wuquf,not applicable,yearly,once in a lifetime,Id al Fitr,not applicable,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,6.69897000433602,5.83884909073726,4.30102999566398,4,0.918181818181818,0.777777777777778,4,1,5,TrOttm1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrOttm2+1500,['Konya Plain'],Ottoman Empire,1500,1600,9000000,2310000,200000,5,6,4,5,750,,1,1,1,1,1,1,state salary,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0,1,1,1516,['36S'],['Southwest Asia'],Erdine,unitary state,Persian,Turkic,Ottoman Emirate,continuity,Ottoman Empire II,Islamic,4500000,none,moralizing,1,1,1,Islam,sur,once per generation,once per generation,once per generation,Arafat wuquf,not applicable,yearly,once in a lifetime,Id al Fitr,not applicable,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,6.95424250943933,6.36361197989214,5.30102999566398,5,1,0.888888888888889,4,1,5,TrOttm2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
