Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed
NorKing+1300,['Iceland'],Kingdom of Norway,1300,1400,50000,103000,200,5,3,4,3,180,1,0,1,1,1,0,0,governed population,1,0.1,1,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,,,,0.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.1,,0,0,0,,['27W'],['Europe'],Bergen,loose,Icelandic,Germanic,Icelandic Commonwealth,continuity,Kalmar Union,Latin Christendom,5600000,vassalage,moralizing,1,1,0,Christianity,,,,,,,,,,,,,Mass,weekly,weekly,weekly,Mass,weekly,weekly,weekly,,4.69897000433602,5.01283722470517,2.30102999566398,3.33333333333333,0.554545454545455,0.022222222222222,4,1,4,NorKing,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
NorKing+1400,['Iceland'],Kingdom of Norway,1400,1500,50000,103000,200,5,3,4,3,180,1,0,1,1,1,0,0,governed population,1,0.1,1,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,,,,0.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.1,,0,0,0,,['27W'],['Europe'],Bergen,loose,Icelandic,Germanic,Icelandic Commonwealth,continuity,Kalmar Union,Latin Christendom,5600000,vassalage,moralizing,1,1,0,Christianity,,,,,,,,,,,,,Mass,weekly,weekly,weekly,Mass,weekly,weekly,weekly,,4.69897000433602,5.01283722470517,2.30102999566398,3.33333333333333,0.554545454545455,0.022222222222222,4,1,4,NorKing,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
NorwayKingdom+1300,['Iceland'],Kingdom of Norway,1300,1400,50000,103000,200,4,2,2,2,180,0,0,0,1,0,0,0,governed population,0,0,1,0,0,1,0,1,0,0,0,0,,0,1,,0,,,,,0,0,1,0,0,0,,0,,1,,1,1,,1,1,,,,0,1,1,0,1,1,,1,1,1,1,1,,0,0,,1,,,0,0,0,,['27W'],['Europe'],none,loose,Icelandic,Germanic,Icelandic Commonwealth,continuity,Kingdom of Denmark,Norden,3425804,vassalage,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69897000433602,5.01283722470517,2.30102999566398,2,0.181818181818182,0,4,0.666666666666667,1,NorwayKingdom,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
NorwayKingdom+1400,['Iceland'],Kingdom of Norway,1400,1500,50000,103000,200,4,2,2,2,180,0,0,0,1,0,0,0,governed population,0,0,1,0,0,1,0,1,0,0,0,0,,0,1,,0,,,,,0,0,1,0,0,0,,0,,1,,1,1,,1,1,,,,0,1,1,0,1,1,,1,1,1,1,1,,0,0,,1,,,0,0,0,,['27W'],['Europe'],none,loose,Icelandic,Germanic,Icelandic Commonwealth,continuity,Kingdom of Denmark,Norden,3425804,vassalage,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69897000433602,5.01283722470517,2.30102999566398,2,0.181818181818182,0,4,0.666666666666667,1,NorwayKingdom,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
OroEarlyColonial+1900,['Oro PNG'],Orokaiva,1900,2000,9000,22800,600,2,3,2,1,150,0,0,1,0,1,,,state salary,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,,,,1,1,0,1,1,0,0,1,1,1,0,0.1,0,1,,1,,,,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,,0,0,0,1930,['55L'],['Oceania-Australia'],Port Moresby,loose,Orokaiva,Papuan Languages,Orokaiva Tribes,elite migration,Independent State of Papua New Guinea,Melanesia,940000,vassalage,,,,,,Kekesi cult rites,monthly,monthly,monthly,Embahi separation ceremony,yearly,yearly,once in a lifetime,,yearly,yearly,yearly,Kasamba,monthly,monthly,monthly,,,,,,3.95424250943932,4.35793484700045,2.77815125038364,2,0.545454545454545,0.555555555555556,4,0.333333333333333,6,OroEarlyColonial,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
OroEarlyColonial+2000,['Oro PNG'],Orokaiva,2000,2100,9000,22800,600,2,3,2,1,150,0,0,1,0,1,,,state salary,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,,,,1,1,0,1,1,0,0,1,1,1,0,0.1,0,1,,1,,,,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,,0,0,0,1930,['55L'],['Oceania-Australia'],Port Moresby,loose,Orokaiva,Papuan Languages,Orokaiva Tribes,elite migration,Independent State of Papua New Guinea,Melanesia,940000,vassalage,,,,,,Kekesi cult rites,monthly,monthly,monthly,Embahi separation ceremony,yearly,yearly,once in a lifetime,,yearly,yearly,yearly,Kasamba,monthly,monthly,monthly,,,,,,3.95424250943932,4.35793484700045,2.77815125038364,2,0.545454545454545,0.555555555555556,4,0.333333333333333,6,OroEarlyColonial,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
PeWari+600,['Cuzco'],Wari Empire,600,700,100000,20000,30000,2,3,,5,730,,0.1,1,1,1,0.1,,governed population,1,0.1,0.1,0.1,1,1,,1,1,1,0.1,0,1,1,0.1,0.1,1,15819,745,12,0.1,1,1,1,1,1,0.1,1,1,0.1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0.1,,,,,799,"['18L', '19L']",['South America'],Wari,unitary state,Quechua,Quechua,Early Intermediate Period,elite migration,Late Intermediate Period,Middle Horizon,720000,alliance,,,,,,state sponsored feast,,,,ritual combat,,,,state sponsored feast,,,,,,,,,,,,,5,4.30102999566398,4.47712125471966,4,0.5,0.688888888888889,1,0,1,PeWari,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
PeWari+700,['Cuzco'],Wari Empire,700,800,100000,20000,30000,2,3,,5,730,,0.1,1,1,1,0.1,,governed population,1,0.1,0.1,0.1,1,1,,1,1,1,0.1,0,1,1,0.1,0.1,1,15819,745,12,0.1,1,1,1,1,1,0.1,1,1,0.1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0.1,,,,,799,"['18L', '19L']",['South America'],Wari,unitary state,Quechua,Quechua,Early Intermediate Period,elite migration,Late Intermediate Period,Middle Horizon,720000,alliance,,,,,,state sponsored feast,,,,ritual combat,,,,state sponsored feast,,,,,,,,,,,,,5,4.30102999566398,4.47712125471966,4,0.5,0.688888888888889,1,0,1,PeWari,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
PeWari+800,['Cuzco'],Wari Empire,800,900,100000,20000,30000,2,3,,5,730,,0.1,1,1,1,0.1,,governed population,1,0.1,0.1,0.1,1,1,,1,1,1,0.1,0,1,1,0.1,0.1,1,15819,745,12,0.1,1,1,1,1,1,0.1,1,1,0.1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0.1,,,,,799,"['18L', '19L']",['South America'],Wari,unitary state,Quechua,Quechua,Early Intermediate Period,elite migration,Late Intermediate Period,Middle Horizon,720000,alliance,,,,,,state sponsored feast,,,,ritual combat,,,,state sponsored feast,,,,,,,,,,,,,5,4.30102999566398,4.47712125471966,4,0.5,0.688888888888889,1,0,1,PeWari,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
PeWari+900,['Cuzco'],Wari Empire,900,1000,100000,20000,30000,2,3,,5,730,,0.1,1,1,1,0.1,,governed population,1,0.1,0.1,0.1,1,1,,1,1,1,0.1,0,1,1,0.1,0.1,1,15819,745,12,0.1,1,1,1,1,1,0.1,1,1,0.1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0.1,,,,,799,"['18L', '19L']",['South America'],Wari,unitary state,Quechua,Quechua,Early Intermediate Period,elite migration,Late Intermediate Period,Middle Horizon,720000,alliance,,,,,,state sponsored feast,,,,ritual combat,,,,state sponsored feast,,,,,,,,,,,,,5,4.30102999566398,4.47712125471966,4,0.5,0.688888888888889,1,0,1,PeWari,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
PeWari+1000,['Cuzco'],Wari Empire,1000,1100,100000,20000,30000,2,3,,5,730,,0.1,1,1,1,0.1,,governed population,1,0.1,0.1,0.1,1,1,,1,1,1,0.1,0,1,1,0.1,0.1,1,15819,745,12,0.1,1,1,1,1,1,0.1,1,1,0.1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0.1,,,,,799,"['18L', '19L']",['South America'],Wari,unitary state,Quechua,Quechua,Early Intermediate Period,elite migration,Late Intermediate Period,Middle Horizon,720000,alliance,,,,,,state sponsored feast,,,,ritual combat,,,,state sponsored feast,,,,,,,,,,,,,5,4.30102999566398,4.47712125471966,4,0.5,0.688888888888889,1,0,1,PeWari,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
PgOrokL+1900,['Oro PNG'],Orokaiva,1900,2000,9000,22800,600,2,3,2,1,150,0,0,1,0,1,0,0,state salary,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,,,,0,1,0,1,1,0,0,1,1,1,0,0.1,0,1,,1,,,,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,,0,0,0,1930,['55L'],['Oceania-Australia'],Port Moresby,loose,Orokaiva,Papuan Languages,Orokaiva Tribes,elite migration,Independent State of Papua New Guinea,Melanesia,940000,vassalage,0,,0.1,0.1,Orokaiva Religion,Kekesi cult rites,seasonally,seasonally,seasonally,Embahi separation ceremony,once per generation,once per generation,once in a lifetime,taro medicine ritual,,seasonally,seasonally,Kasamba,seasonally,seasonally,seasonally,Embahi separation ceremony,once per generation,once per generation,once in a lifetime,,3.95424250943932,4.35793484700045,2.77815125038364,2,0.545454545454545,0.444444444444444,4,0.333333333333333,6,PgOrokL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
PgOrokL+2000,['Oro PNG'],Orokaiva,2000,2100,9000,22800,600,2,3,2,1,150,0,0,1,0,1,0,0,state salary,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,,,,0,1,0,1,1,0,0,1,1,1,0,0.1,0,1,,1,,,,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,,0,0,0,1930,['55L'],['Oceania-Australia'],Port Moresby,loose,Orokaiva,Papuan Languages,Orokaiva Tribes,elite migration,Independent State of Papua New Guinea,Melanesia,940000,vassalage,0,,0.1,0.1,Orokaiva Religion,Kekesi cult rites,seasonally,seasonally,seasonally,Embahi separation ceremony,once per generation,once per generation,once in a lifetime,taro medicine ritual,,seasonally,seasonally,Kasamba,seasonally,seasonally,seasonally,Embahi separation ceremony,once per generation,once per generation,once in a lifetime,,3.95424250943932,4.35793484700045,2.77815125038364,2,0.545454545454545,0.444444444444444,4,0.333333333333333,6,PgOrokL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
PreColonialFingerLakes+1600,['Finger Lakes'],Haudenosaunee Confederacy,1600,1700,5500,100000,3000,3,3,1,2,,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,,0,0,0,0,0,0,,1,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,0,0,1,1674,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,Iroquois Confederacy,Eastern Woodlands,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74036268949424,5,3.47712125471966,2,0.090909090909091,0,2,0,2,PreColonialFingerLakes,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
PreColonialFingerLakes+1700,['Finger Lakes'],Haudenosaunee Confederacy,1700,1800,5500,100000,3000,3,3,1,2,,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,,0,0,0,0,0,0,,1,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,0,0,1,1674,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,Iroquois Confederacy,Eastern Woodlands,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74036268949424,5,3.47712125471966,2,0.090909090909091,0,2,0,2,PreColonialFingerLakes,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
PreColonialFingerLakes+1800,['Finger Lakes'],Haudenosaunee Confederacy,1800,1900,5500,100000,3000,3,3,1,2,,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,,0,0,0,0,0,0,,1,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,0,0,1,1674,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,Iroquois Confederacy,Eastern Woodlands,,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74036268949424,5,3.47712125471966,2,0.090909090909091,0,2,0,2,PreColonialFingerLakes,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
SdKusht-700,['Upper Egypt'],Kingdom of Kush,-700,-600,2500000,600000,65000,5,4,6,4,1600,,0.1,1,1,1,0.1,,state salary,1,,,,1,1,1,1,1,0.1,1,,1,1,1,1,1,,,45,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,,,0.1,,1,-663,['36R'],['Africa'],Meroe,confederated state,Egyptian,Afro-Asiatic,Nubia,continuity,Kingdom of Kush,Nubia,150000,none,moralizing,1,1,,Egyptian Religion,Opet,not applicable,yearly,yearly,Festival of Amuhotep I,yearly,yearly,yearly,Feast of the Valley,not applicable,yearly,yearly,daily offering,not applicable,daily,daily,Khoiak,not applicable,yearly,yearly,,6.39794000867204,5.77815125038364,4.81291335664286,4.66666666666667,0.472727272727273,0.9,4,1,3,SdKusht,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
SdKusht-600,['Upper Egypt'],Kingdom of Kush,-600,-500,2500000,600000,65000,5,4,6,4,1600,,0.1,1,1,1,0.1,,state salary,1,,,,1,1,1,1,1,0.1,1,,1,1,1,1,1,,,45,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,,,0.1,,1,-663,['36R'],['Africa'],Meroe,confederated state,Egyptian,Afro-Asiatic,Nubia,continuity,Kingdom of Kush,Nubia,150000,none,moralizing,1,1,,Egyptian Religion,Opet,not applicable,yearly,yearly,Festival of Amuhotep I,yearly,yearly,yearly,Feast of the Valley,not applicable,yearly,yearly,daily offering,not applicable,daily,daily,Khoiak,not applicable,yearly,yearly,,6.39794000867204,5.77815125038364,4.81291335664286,4.66666666666667,0.472727272727273,0.9,4,1,3,SdKusht,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
SyCalUm+700,"['Kachi Plain', 'Sogdiana', 'Susiana', 'Upper Egypt', 'Yemeni Coastal Plain']",Umayyad Caliphate,700,800,23000000,9000000,200000,5,3,2,6,3800,,0.1,1,1,1,0,1,state salary,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,50,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,20,0,1,1,723,"['42R', '42S', '39R', '36R', '38P']","['South Asia', 'Central Eurasia', 'Southwest Asia', 'Africa']",Harran,unitary state,Persian,Afro-Asiatic,Rashidun Caliphate,continunity,Abbasid Caliphate,Islam,9000000,none,moralizing,1,1,1,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Id al Fitr,not applicable,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,7.36172783601759,6.95424250943933,5.30102999566398,3.66666666666667,0.645454545454545,1,4,1,5,SyCalUm,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
SyCalUm+800,"['Kachi Plain', 'Sogdiana', 'Susiana', 'Upper Egypt', 'Yemeni Coastal Plain']",Umayyad Caliphate,800,900,23000000,9000000,200000,5,5,2,6,3800,,0.1,1,1,1,0,1,state salary,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,50,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,20,0,1,1,723,"['42R', '42S', '39R', '36R', '38P']","['South Asia', 'Central Eurasia', 'Southwest Asia', 'Africa']",Harran,unitary state,Persian,Afro-Asiatic,Rashidun Caliphate,continunity,Abbasid Caliphate,Islam,9000000,none,moralizing,1,1,1,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Id al Fitr,not applicable,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,7.36172783601759,6.95424250943933,5.30102999566398,4.33333333333333,0.645454545454545,1,4,1,5,SyCalUm,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ThRattn+1800,['Cambodian Basin'],Krungthep,1800,1900,1000000,513120,50000,6,5,6,,680700,,1,0.1,1,0,0.1,0.1,governed population,1,1,1,1,1,,1,,,1,,1,,1,1,1,1,,,,1,0,,,0,1,,,,1,1,1,1,1,1,1,1,1,1,,0,1,,1,1,1,1,1,1,1,0.1,1,1,1,0,0.1,0,1,,1,,,1801,['48P'],['Southeast Asia'],Rattanakosin,confederated state,Thai,Tai-Kadai,Ayutthaya,continuity,Rattanakosin Reform Period,Indianized Southeast Asia,2175000,vassalage,inactive,1,1,0.1,Buddhism,Royal Kathina,yearly,yearly,yearly,Drinking of the Water of Allegiance,,seasonally,seasonally,Swinging Festival,yearly,yearly,yearly,daily almsgiving,daily,daily,daily,daily almsgiving,daily,daily,daily,,6,5.71021894258437,4.69897000433602,5.5,0.572727272727273,0.777777777777778,4,0.888888888888889,5,ThRattn,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ThRattn+1900,['Cambodian Basin'],Krungthep,1900,2000,4000000,513120,50000,6,5,6,,680700,,1,0.1,1,0,0.1,0.1,governed population,1,1,1,1,1,,1,,,1,,1,,1,1,1,1,,,,1,1,,,0,1,,,,1,1,1,1,1,1,1,1,1,1,,0,1,,1,1,1,1,1,1,1,0.1,1,1,1,1,0.1,0,1,,1,,,1801,['48P'],['Southeast Asia'],Rattanakosin,confederated state,Thai,Tai-Kadai,Ayutthaya,continuity,Rattanakosin Reform Period,Indianized Southeast Asia,2175000,vassalage,inactive,1,1,0.1,Buddhism,Royal Kathina,yearly,yearly,yearly,Drinking of the Water of Allegiance,,seasonally,seasonally,Swinging Festival,yearly,yearly,yearly,daily almsgiving,daily,daily,daily,daily almsgiving,daily,daily,daily,,6.60205999132796,5.71021894258437,4.69897000433602,5.5,0.572727272727273,0.888888888888889,4,0.888888888888889,6,ThRattn,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TnFatim+1000,['Upper Egypt'],Fatimid Caliphate,1000,1100,13000000,1400000,120000,6,7,5,6,3500,,1,1,1,1,0.1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,123,50,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,,,0.1,0,1,1057,['36R'],['Africa'],Cairo,unitary state,Arabic,afro-asiatic,Abbasid Caliphate,elite migration,Ayyubid Sultanate,Islam,11000000,none,moralizing,1,1,1,Islam,hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Nowruz,not applicable,yearly,yearly,salat,not applicable,daily,daily,salat,not applicable,daily,daily,,7.11394335230684,6.14612803567824,5.07918124604763,6,0.918181818181818,1,4,1,5,TnFatim,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TnFatim+1100,['Upper Egypt'],Fatimid Caliphate,1100,1200,3500000,631000,120000,6,7,5,6,3500,,1,1,1,1,0.1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,123,50,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,,,0.1,0,1,1057,['36R'],['Africa'],Cairo,unitary state,Arabic,afro-asiatic,Abbasid Caliphate,elite migration,Ayyubid Sultanate,Islam,11000000,none,moralizing,1,1,1,Islam,hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Nowruz,not applicable,yearly,yearly,salat,not applicable,daily,daily,salat,not applicable,daily,daily,,6.54406804435028,5.80002935924413,5.07918124604763,6,0.918181818181818,1,4,1,5,TnFatim,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TnFatim+1200,['Upper Egypt'],Fatimid Caliphate,1200,1300,3500000,631000,120000,6,7,5,6,3500,,1,1,1,1,0.1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,123,50,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,,,0.1,0,1,1057,['36R'],['Africa'],Cairo,unitary state,Arabic,afro-asiatic,Abbasid Caliphate,elite migration,Ayyubid Sultanate,Islam,11000000,none,moralizing,1,1,1,Islam,hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Nowruz,not applicable,yearly,yearly,salat,not applicable,daily,daily,salat,not applicable,daily,daily,,6.54406804435028,5.80002935924413,5.07918124604763,6,0.918181818181818,1,4,1,5,TnFatim,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrBrzL2-1500,['Konya Plain'],Late Bronze Age II Konya Plain,-1500,-1400,300000,50000,12000,3,7,3,3,,,,,1,,0,1,state salary,1,1,1,1,1,1,,1,1,1,1,0.1,1,1,1,1,1,,,,0,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0,,,,1,1,1,,1,1,1,1,0.1,0.1,0,0.1,1,,0.1,,0.1,,1,-1450,['36S'],['Southwest Asia'],Hattusa,,Luwian,Indo-European,Old Kingdom of Hatti,continuity,New Kingdom of Hatti,,,,0,1,1,1,Hittite Religion,KI LAM,yearly,yearly,yearly,warrior oath,,,once in a lifetime,AN TAH SUM,yearly,yearly,yearly,daily offering ritual,,daily,daily,substitution ritual,,,,,5.47712125471966,4.69897000433602,4.07918124604763,4.33333333333333,0.636363636363636,0.777777777777778,4,0.777777777777778,3,TrBrzL2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrBrzL2-1400,['Konya Plain'],Late Bronze Age II Konya Plain,-1400,-1300,300000,50000,12000,3,7,3,3,,,,,1,,0,1,state salary,1,1,1,1,1,1,,1,1,1,1,0.1,1,1,1,1,1,,,,0,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0,,,,1,1,1,,1,1,1,1,0.1,0.1,0,0.1,1,,0.1,,0.1,,1,-1450,['36S'],['Southwest Asia'],Hattusa,,Luwian,Indo-European,Old Kingdom of Hatti,continuity,New Kingdom of Hatti,,,,0,1,1,1,Hittite Religion,KI LAM,yearly,yearly,yearly,warrior oath,,,once in a lifetime,AN TAH SUM,yearly,yearly,yearly,daily offering ritual,,daily,daily,substitution ritual,,,,,5.47712125471966,4.69897000433602,4.07918124604763,4.33333333333333,0.636363636363636,0.777777777777778,4,0.777777777777778,3,TrBrzL2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
TrBrzMD-2000,['Konya Plain'],Middle Bronze Age in Central Anatolia,-2000,-1900,50000,15000,9000,3,3,1,2,157,,0.1,0.1,1,0.1,0.1,0.1,,1,0.1,,0.1,1,1,,1,1,0.1,1,0.1,1,1,,1,1,,110,,,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,0.1,0.1,0.1,1,,0.1,5,0.1,,1,-1800,['36S'],['Southwest Asia'],Kanish,quasipolity,Hattic Luwian Hittite Hurrian Old Assyrian dialect of Akkadian,,KonyEBA,continuity,KonLBA1,,,vassalage,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69897000433602,4.17609125905568,3.95424250943932,2,0.336363636363636,0.677777777777778,4,0.222222222222222,3,TrBrzMD,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
