,Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2,CC_PolTerr_Regression_x0,CC_PolTerr_Regression_x1,CC_PolTerr_Regression_x2,CC_CapPop_Regression_x0,CC_CapPop_Regression_x1,CC_CapPop_Regression_x2
1382,PkChalc-3700,['Kachi Plain'],PkChalc,-3700,-3600,,,1200.0,1,,1.0,2.0,,,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1,,0.0,0.1,0.1,0.1,1.0,1.0,0.0,1.0,1.0,,,3.0,0.0,0.1,,1.0,0.0,0.1,1.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.1,1.0,,0.0,0.0,0.1,,['42R'],['South Asia'],not applicable,quasipolity,,,not applicable,not applicable,not applicable,not applicable,not applicable,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0791812460476247,1.5,0.10909090909090913,0.4888888888888888,,0.0,2.0,PkChalc,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,0.0,0.0,105.51376341727749,0.027672717341127705,0.0
1383,PkChalc-3600,['Kachi Plain'],PkChalc,-3600,-3500,,,1200.0,1,,1.0,2.0,,,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1,,0.0,0.1,0.1,0.1,1.0,1.0,0.0,1.0,1.0,,,3.0,0.0,0.1,,1.0,0.0,0.1,1.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.1,1.0,,0.0,0.0,0.1,,['42R'],['South Asia'],not applicable,quasipolity,,,not applicable,not applicable,not applicable,not applicable,not applicable,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0791812460476247,1.5,0.10909090909090913,0.4888888888888888,,0.0,2.0,PkChalc,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,0.0,0.0,108.59294466332511,0.10384301079723643,0.0
1384,PkChalc-3500,['Kachi Plain'],PkChalc,-3500,-3400,,,1200.0,1,,1.0,2.0,,,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1,,0.0,0.1,0.1,0.1,1.0,1.0,0.0,1.0,1.0,,,3.0,0.0,0.1,,1.0,0.0,0.1,1.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.1,1.0,,0.0,0.0,0.1,,['42R'],['South Asia'],not applicable,quasipolity,,,not applicable,not applicable,not applicable,not applicable,not applicable,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0791812460476247,1.5,0.10909090909090913,0.4888888888888888,,0.0,2.0,PkChalc,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,0.0,0.0,111.67212590937274,0.10425493373649909,0.0
1385,PkChalc-3400,['Kachi Plain'],PkChalc,-3400,-3300,,,1200.0,1,,1.0,2.0,,,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1,,0.0,0.1,0.1,0.1,1.0,1.0,0.0,1.0,1.0,,,3.0,0.0,0.1,,1.0,0.0,0.1,1.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.1,1.0,,0.0,0.0,0.1,,['42R'],['South Asia'],not applicable,quasipolity,,,not applicable,not applicable,not applicable,not applicable,not applicable,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0791812460476247,1.5,0.10909090909090913,0.4888888888888888,,0.0,2.0,PkChalc,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,0.0,0.0,114.75130715542036,0.10395712458072455,0.0
1386,PkChalc-3300,['Kachi Plain'],PkChalc,-3300,-3200,,,1200.0,1,,1.0,2.0,,,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1,,0.0,0.1,0.1,0.1,1.0,1.0,0.0,1.0,1.0,,,3.0,0.0,0.1,,1.0,0.0,0.1,1.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.1,1.0,,0.0,0.0,0.1,,['42R'],['South Asia'],not applicable,quasipolity,,,not applicable,not applicable,not applicable,not applicable,not applicable,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0791812460476247,1.5,0.10909090909090913,0.4888888888888888,,0.0,2.0,PkChalc,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,0.0,0.0,117.83048840146799,0.10422158496833284,0.0
1387,PkChalc-3200,['Kachi Plain'],PkChalc,-3200,-3100,,,1200.0,1,,1.0,2.0,,,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1,,0.0,0.1,0.1,0.1,1.0,1.0,0.0,1.0,1.0,,,3.0,0.0,0.1,,1.0,0.0,0.1,1.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.1,1.0,,0.0,0.0,0.1,,['42R'],['South Asia'],not applicable,quasipolity,,,not applicable,not applicable,not applicable,not applicable,not applicable,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0791812460476247,1.5,0.10909090909090913,0.4888888888888888,,0.0,2.0,PkChalc,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,0.0,0.0,120.90966964751561,3.183790813493233,0.0
1388,PkIndGr-100,['Kachi Plain'],Indo-Greek Kingdom,-100,0,,105226.0,,4,4.0,,3.0,,,1.0,1.0,1.0,1.0,,,land,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,0.1,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.1,,,1.0,,,,,-142.0,['42R'],['South Asia'],Taxila (Sirkap),nominal,Aramaic,,Graeco-Bactrian,,Parthian Empire,,,none,moralizing,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5.022123061694169,,3.5,0.8181818181818182,0.7777777777777778,4.0,0.2222222222222222,5.0,PkIndGr,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",,0.0,0.0,76.86177716789618,0.7703616942952145,5.022123061694169,,0.0,0.0
1389,PkIndGr+0,['Kachi Plain'],Indo-Greek Kingdom,0,100,,105226.0,,4,4.0,,3.0,,,1.0,1.0,1.0,1.0,,,land,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,0.1,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.1,,,1.0,,,,,-142.0,['42R'],['South Asia'],Taxila (Sirkap),nominal,Aramaic,,Graeco-Bactrian,,Parthian Empire,,,none,moralizing,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5.022123061694169,,3.5,0.8181818181818182,0.7777777777777778,4.0,0.2222222222222222,5.0,PkIndGr,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",,0.0,0.0,87.74434425097702,5.5901991611525625,5.022123061694169,,0.0,0.0
1390,PkIndPr+0,['Kachi Plain'],Indo-Parthian Kingdom,0,100,,725177.0,,4,3.0,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,-15.0,['42R'],['South Asia'],,loose,Greek,,,,,,,nominal allegiance,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.860444021386672,,3.0,0.2727272727272727,0.1111111111111111,4.0,1.0,5.0,PkIndPr,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",,0.0,0.0,81.88390022959035,6.523346570740081,23.44177608554669,,0.0,0.0
1391,PkIndPr+100,['Kachi Plain'],Indo-Parthian Kingdom,100,200,,725177.0,,4,3.0,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,-15.0,['42R'],['South Asia'],,loose,Greek,,,,,,,nominal allegiance,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.860444021386672,,3.0,0.2727272727272727,0.1111111111111111,4.0,1.0,5.0,PkIndPr,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",,0.0,0.0,112.0217398177745,1.0373213748521382,5.860444021386672,,0.0,0.0
1392,PkPostU-1800,['Kachi Plain'],Pirak I,-1800,-1700,,,450.0,1,1.0,1.0,,,,0.0,0.1,1.0,0.1,,,,1.0,0.0,0.1,0.0,1.0,,1.0,,1.0,0.1,,0.1,0.0,0.1,0.1,,,,,,0.0,0.1,,,1.0,0.1,,0.1,,0.0,0.0,0.1,0.0,0.0,0.1,,0.1,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.1,1.0,,1.0,,0.0,0.0,0.0,,['42R'],['South Asia'],,loose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6532125137753435,1.0,0.30000000000000004,0.2555555555555556,2.0,0.0,3.0,PkPostU,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,173.31999237482907,2.8090126440317458,0.0
1393,PkPostU-1700,['Kachi Plain'],Pirak I,-1700,-1600,,,450.0,1,1.0,1.0,,,,0.0,0.1,1.0,0.1,,,,1.0,0.0,0.1,0.0,1.0,,1.0,,1.0,0.1,,0.1,0.0,0.1,0.1,,,,,,0.0,0.1,,,1.0,0.1,,0.1,,0.0,0.0,0.1,0.0,0.0,0.1,,0.1,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.1,1.0,,1.0,,0.0,0.0,0.0,,['42R'],['South Asia'],,loose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6532125137753435,1.0,0.30000000000000004,0.2555555555555556,2.0,0.0,3.0,PkPostU,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,185.9732048886044,2.7676959532674266,0.0
1394,PkPostU-1600,['Kachi Plain'],Pirak I,-1600,-1500,,,450.0,1,1.0,1.0,,,,0.0,0.1,1.0,0.1,,,,1.0,0.0,0.1,0.0,1.0,,1.0,,1.0,0.1,,0.1,0.0,0.1,0.1,,,,,,0.0,0.1,,,1.0,0.1,,0.1,,0.0,0.0,0.1,0.0,0.0,0.1,,0.1,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.1,1.0,,1.0,,0.0,0.0,0.0,,['42R'],['South Asia'],,loose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6532125137753435,1.0,0.30000000000000004,0.2555555555555556,2.0,0.0,3.0,PkPostU,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,193.62641740237976,2.7440115989208818,0.0
1395,PkPostU-1500,['Kachi Plain'],Pirak I,-1500,-1400,,,450.0,1,1.0,1.0,,,,0.0,0.1,1.0,0.1,,,,1.0,0.0,0.1,0.0,1.0,,1.0,,1.0,0.1,,0.1,0.0,0.1,0.1,,,,,,0.0,0.1,,,1.0,0.1,,0.1,,0.0,0.0,0.1,0.0,0.0,0.1,,0.1,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.1,1.0,,1.0,,0.0,0.0,0.0,,['42R'],['South Asia'],,loose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6532125137753435,1.0,0.30000000000000004,0.2555555555555556,2.0,0.0,3.0,PkPostU,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,201.2796299161551,2.7677516342808977,0.0
1396,PkPostU-1400,['Kachi Plain'],Pirak I,-1400,-1300,,,450.0,1,1.0,1.0,,,,0.0,0.1,1.0,0.1,,,,1.0,0.0,0.1,0.0,1.0,,1.0,,1.0,0.1,,0.1,0.0,0.1,0.1,,,,,,0.0,0.1,,,1.0,0.1,,0.1,,0.0,0.0,0.1,0.0,0.0,0.1,,0.1,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.1,1.0,,1.0,,0.0,0.0,0.0,,['42R'],['South Asia'],,loose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6532125137753435,1.0,0.30000000000000004,0.2555555555555556,2.0,0.0,3.0,PkPostU,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,203.93284242993045,2.7464551805125414,0.0
1397,PkPostU-1300,['Kachi Plain'],Pirak I,-1300,-1200,,,450.0,1,1.0,1.0,,,,0.0,0.1,1.0,0.1,,,,1.0,0.0,0.1,0.0,1.0,,1.0,,1.0,0.1,,0.1,0.0,0.1,0.1,,,,,,0.0,0.1,,,1.0,0.1,,0.1,,0.0,0.0,0.1,0.0,0.0,0.1,,0.1,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.1,1.0,,1.0,,0.0,0.0,0.0,,['42R'],['South Asia'],,loose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6532125137753435,1.0,0.30000000000000004,0.2555555555555556,2.0,0.0,3.0,PkPostU,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,216.5860549437058,5.399612013274413,0.0
1398,PkPreUr-3200,['Kachi Plain'],,-3200,-3100,,,1100.0,1,,1.0,2.0,,,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.1,,1.0,0.1,0.1,0.1,1.0,1.0,0.0,1.0,1.0,,,3.0,0.0,0.1,,1.0,0.0,0.1,1.0,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.1,1.0,,0.0,0.0,0.1,,['42R'],['South Asia'],,quasipolity,,,PkChalc,continuity,PkUrbn1,Indus Civilisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0413926851582254,1.5,0.1181818181818182,0.4888888888888888,,0.0,2.0,PkPreUr,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,0.0,0.0,123.98885089356324,3.1447184551612155,0.0
1399,PkPreUr-3100,['Kachi Plain'],,-3100,-3000,,,1100.0,1,,1.0,2.0,,,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.1,,1.0,0.1,0.1,0.1,1.0,1.0,0.0,1.0,1.0,,,3.0,0.0,0.1,,1.0,0.0,0.1,1.0,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.1,1.0,,0.0,0.0,0.1,,['42R'],['South Asia'],,quasipolity,,,PkChalc,continuity,PkUrbn1,Indus Civilisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0413926851582254,1.5,0.1181818181818182,0.4888888888888888,,0.0,2.0,PkPreUr,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,0.0,0.0,127.03024357872147,0.13051869703287836,0.0
1400,PkPreUr-3000,['Kachi Plain'],,-3000,-2900,,,1100.0,1,,1.0,2.0,,,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.1,,1.0,0.1,0.1,0.1,1.0,1.0,0.0,1.0,1.0,,,3.0,0.0,0.1,,1.0,0.0,0.1,1.0,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.1,1.0,,0.0,0.0,0.1,,['42R'],['South Asia'],,quasipolity,,,PkChalc,continuity,PkUrbn1,Indus Civilisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0413926851582254,1.5,0.1181818181818182,0.4888888888888888,,0.0,2.0,PkPreUr,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,0.0,0.0,130.0716362638797,0.10343301359738673,0.0
1401,PkPreUr-2900,['Kachi Plain'],,-2900,-2800,,,1100.0,1,,1.0,2.0,,,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.1,,1.0,0.1,0.1,0.1,1.0,1.0,0.0,1.0,1.0,,,3.0,0.0,0.1,,1.0,0.0,0.1,1.0,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.1,1.0,,0.0,0.0,0.1,,['42R'],['South Asia'],,quasipolity,,,PkChalc,continuity,PkUrbn1,Indus Civilisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0413926851582254,1.5,0.1181818181818182,0.4888888888888888,,0.0,2.0,PkPreUr,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,0.0,0.0,133.11302894903793,0.10358698485983521,0.0
1402,PkPreUr-2800,['Kachi Plain'],,-2800,-2700,,,1100.0,1,,1.0,2.0,,,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.1,,1.0,0.1,0.1,0.1,1.0,1.0,0.0,1.0,1.0,,,3.0,0.0,0.1,,1.0,0.0,0.1,1.0,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.1,1.0,,0.0,0.0,0.1,,['42R'],['South Asia'],,quasipolity,,,PkChalc,continuity,PkUrbn1,Indus Civilisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0413926851582254,1.5,0.1181818181818182,0.4888888888888888,,0.0,2.0,PkPreUr,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,0.0,0.0,136.15442163419615,0.10332577000299029,0.0
1403,PkPreUr-2700,['Kachi Plain'],,-2700,-2600,,,1100.0,1,,1.0,2.0,,,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.1,,1.0,0.1,0.1,0.1,1.0,1.0,0.0,1.0,1.0,,,3.0,0.0,0.1,,1.0,0.0,0.1,1.0,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.1,1.0,,0.0,0.0,0.1,,['42R'],['South Asia'],,quasipolity,,,PkChalc,continuity,PkUrbn1,Indus Civilisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0413926851582254,1.5,0.1181818181818182,0.4888888888888888,,0.0,2.0,PkPreUr,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,0.0,0.0,139.19581431935438,0.10332613061396308,0.0
1404,PkPreUr-2600,['Kachi Plain'],,-2600,-2500,,,1100.0,1,,1.0,2.0,,,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.1,,1.0,0.1,0.1,0.1,1.0,1.0,0.0,1.0,1.0,,,3.0,0.0,0.1,,1.0,0.0,0.1,1.0,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.1,1.0,,0.0,0.0,0.1,,['42R'],['South Asia'],,quasipolity,,,PkChalc,continuity,PkUrbn1,Indus Civilisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0413926851582254,1.5,0.1181818181818182,0.4888888888888888,,0.0,2.0,PkPreUr,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,0.0,0.0,142.2372070045126,0.13051905764385116,0.0
1405,PkPreUr-2500,['Kachi Plain'],,-2500,-2400,,,1100.0,1,,1.0,2.0,,,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.1,,1.0,0.1,0.1,0.1,1.0,1.0,0.0,1.0,1.0,,,3.0,0.0,0.1,,1.0,0.0,0.1,1.0,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.1,1.0,,0.0,0.0,0.1,,['42R'],['South Asia'],,quasipolity,,,PkChalc,continuity,PkUrbn1,Indus Civilisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0413926851582254,1.5,0.1181818181818182,0.4888888888888888,,0.0,2.0,PkPreUr,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,0.0,0.0,150.27859968967084,3.1447517552750806,0.0
1406,PkProto-1300,['Kachi Plain'],,-1300,-1200,,,,1,,,1.0,not applicable,,0.1,,,,,,,1.0,0.1,,0.1,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0.1,0.1,1.0,,['42R'],['South Asia'],,quasipolity,,,PkPostU,continuity,IrAchae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2090909090909091,0.7777777777777778,,0.0,1.0,PkProto,0.4444444444444444,"[1, 1, 1, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,0.0,0.0,,0.0,0.0
1407,PkProto-1200,['Kachi Plain'],,-1200,-1100,,,,1,,,1.0,not applicable,,0.1,,,,,,,1.0,0.1,,0.1,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0.1,0.1,1.0,,['42R'],['South Asia'],,quasipolity,,,PkPostU,continuity,IrAchae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2090909090909091,0.7777777777777778,,0.0,1.0,PkProto,0.4444444444444444,"[1, 1, 1, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,0.0,0.0,,0.0,0.0
