,Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2,CC_PolTerr_Regression_x0,CC_PolTerr_Regression_x1,CC_PolTerr_Regression_x2,CC_CapPop_Regression_x0,CC_CapPop_Regression_x1,CC_CapPop_Regression_x2
530,InKadam-400,['Deccan'],Kadamba Empire,-400,-300,650000.0,50000.0,,5,4.0,1.0,4.0,,,0.1,1.0,1.0,1.0,0.1,0.1,,1.0,,,,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.1,,1.0,,,0.1,,1.0,444.0,['43P'],['South Asia'],Uchchangi,unitary state,Kannada,Dravidian,Pallava Empire,continuity,Chalukya Empire,,,none,inactive,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,pilgrimage initiation ritual,yearly,yearly,once in a lifetime,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,5.812913356642857,4.698970004336019,,3.0,0.4818181818181818,0.5666666666666667,4.0,0.6666666666666666,5.0,InKadam,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",37.33994806169435,6.298697381550974,0.0,4.698970004336019,5.091662002578218,0.0,,0.0,0.0
531,InKadam-300,['Deccan'],Kadamba Empire,-300,-200,650000.0,50000.0,,5,4.0,1.0,4.0,,,0.1,1.0,1.0,1.0,0.1,0.1,,1.0,,,,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.1,,1.0,,,0.1,,1.0,444.0,['43P'],['South Asia'],Uchchangi,unitary state,Kannada,Dravidian,Pallava Empire,continuity,Chalukya Empire,,,none,inactive,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,pilgrimage initiation ritual,yearly,yearly,once in a lifetime,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,5.812913356642857,4.698970004336019,,3.0,0.4818181818181818,0.5666666666666667,4.0,0.6666666666666666,5.0,InKadam,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",55.45389141400119,6.346163203168828,0.0,16.0,5.130031828228308,0.0,,0.0,0.0
532,InKadam-200,['Deccan'],Kadamba Empire,-200,-100,650000.0,50000.0,,5,4.0,1.0,4.0,,,0.1,1.0,1.0,1.0,0.1,0.1,,1.0,,,,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.1,,1.0,,,0.1,,1.0,444.0,['43P'],['South Asia'],Uchchangi,unitary state,Kannada,Dravidian,Pallava Empire,continuity,Chalukya Empire,,,none,inactive,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,pilgrimage initiation ritual,yearly,yearly,once in a lifetime,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,5.812913356642857,4.698970004336019,,3.0,0.4818181818181818,0.5666666666666667,4.0,0.6666666666666666,5.0,InKadam,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",69.26680477064406,6.6320096533912425,0.0,27.30102999566398,5.361100797096751,0.0,,0.0,0.0
533,InKadam-100,['Deccan'],Kadamba Empire,-100,0,650000.0,50000.0,,5,4.0,1.0,4.0,,,0.1,1.0,1.0,1.0,0.1,0.1,,1.0,,,,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.1,,1.0,,,0.1,,1.0,444.0,['43P'],['South Asia'],Uchchangi,unitary state,Kannada,Dravidian,Pallava Empire,continuity,Chalukya Empire,,,none,inactive,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,pilgrimage initiation ritual,yearly,yearly,once in a lifetime,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,5.812913356642857,4.698970004336019,,3.0,0.4818181818181818,0.5666666666666667,4.0,0.6666666666666666,5.0,InKadam,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",81.92481616730117,12.355082154194385,5.812913356642857,38.079181246047625,9.987446377008437,4.698970004336019,,0.0,0.0
534,InKadam+0,['Deccan'],Kadamba Empire,0,100,650000.0,50000.0,,5,4.0,1.0,4.0,,,0.1,1.0,1.0,1.0,0.1,0.1,,1.0,,,,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.1,,1.0,,,0.1,,1.0,444.0,['43P'],['South Asia'],Uchchangi,unitary state,Kannada,Dravidian,Pallava Empire,continuity,Chalukya Empire,,,none,inactive,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,pilgrimage initiation ritual,yearly,yearly,once in a lifetime,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,5.812913356642857,4.698970004336019,,3.0,0.4818181818181818,0.5666666666666667,4.0,0.6666666666666666,5.0,InKadam,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",102.59806753051502,6.466721736683132,5.812913356642857,55.45939248775923,5.227487423726402,4.698970004336019,,0.0,0.0
535,InKadam+100,['Deccan'],Kadamba Empire,100,200,650000.0,50000.0,,5,4.0,1.0,4.0,,,0.1,1.0,1.0,1.0,0.1,0.1,,1.0,,,,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.1,,1.0,,,0.1,,1.0,444.0,['43P'],['South Asia'],Uchchangi,unitary state,Kannada,Dravidian,Pallava Empire,continuity,Chalukya Empire,,,none,inactive,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,pilgrimage initiation ritual,yearly,yearly,once in a lifetime,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,5.812913356642857,4.698970004336019,,3.0,0.4818181818181818,0.5666666666666667,4.0,0.6666666666666666,5.0,InKadam,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",108.41098088715788,6.8739612378347275,5.812913356642857,60.15836249209525,5.556686584815789,4.698970004336019,,0.0,0.0
536,InKadam+200,['Deccan'],Kadamba Empire,200,300,650000.0,50000.0,,5,4.0,1.0,4.0,,,0.1,1.0,1.0,1.0,0.1,0.1,,1.0,,,,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.1,,1.0,,,0.1,,1.0,444.0,['43P'],['South Asia'],Uchchangi,unitary state,Kannada,Dravidian,Pallava Empire,continuity,Chalukya Empire,,,none,inactive,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,pilgrimage initiation ritual,yearly,yearly,once in a lifetime,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,5.812913356642857,4.698970004336019,,3.0,0.4818181818181818,0.5666666666666667,4.0,0.6666666666666666,5.0,InKadam,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",128.0300742177846,6.602704004259771,5.812913356642857,77.14958856778773,5.3374110639496,4.698970004336019,,0.0,0.0
537,InKadam+300,['Deccan'],Kadamba Empire,300,400,650000.0,50000.0,,5,4.0,1.0,4.0,,,0.1,1.0,1.0,1.0,0.1,0.1,,1.0,,,,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.1,,1.0,,,0.1,,1.0,444.0,['43P'],['South Asia'],Uchchangi,unitary state,Kannada,Dravidian,Pallava Empire,continuity,Chalukya Empire,,,none,inactive,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,pilgrimage initiation ritual,yearly,yearly,once in a lifetime,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,5.812913356642857,4.698970004336019,,3.0,0.4818181818181818,0.5666666666666667,4.0,0.6666666666666666,5.0,InKadam,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",133.84298757442747,19.37027921990243,1.4532283391607141,81.84855857212375,15.65830340923953,1.1747425010840047,,0.0,0.0
538,InKadam+400,['Deccan'],Kadamba Empire,400,500,650000.0,50000.0,,5,4.0,1.0,4.0,,,0.1,1.0,1.0,1.0,0.1,0.1,,1.0,,,,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.1,,1.0,,,0.1,,1.0,444.0,['43P'],['South Asia'],Uchchangi,unitary state,Kannada,Dravidian,Pallava Empire,continuity,Chalukya Empire,,,none,inactive,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,pilgrimage initiation ritual,yearly,yearly,once in a lifetime,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,5.812913356642857,4.698970004336019,,3.0,0.4818181818181818,0.5666666666666667,4.0,0.6666666666666666,5.0,InKadam,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",146.43405218145398,25.05770793355543,1.4532283391607141,92.5017710858991,20.25583571147384,1.1747425010840047,,0.0,0.0
539,InKadam+500,['Deccan'],Kadamba Empire,500,600,650000.0,50000.0,,5,4.0,1.0,4.0,,,0.1,1.0,1.0,1.0,0.1,0.1,,1.0,,,,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.1,,1.0,,,0.1,,1.0,444.0,['43P'],['South Asia'],Uchchangi,unitary state,Kannada,Dravidian,Pallava Empire,continuity,Chalukya Empire,,,none,inactive,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,pilgrimage initiation ritual,yearly,yearly,once in a lifetime,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,5.812913356642857,4.698970004336019,,3.0,0.4818181818181818,0.5666666666666667,4.0,0.6666666666666666,5.0,InKadam,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",159.0251167884805,14.154228614388073,0.0,103.15498359967444,11.44181783090191,0.0,,0.0,0.0
540,InKadam+600,['Deccan'],Kadamba Empire,600,700,650000.0,50000.0,,5,4.0,1.0,4.0,,,0.1,1.0,1.0,1.0,0.1,0.1,,1.0,,,,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.1,,1.0,,,0.1,,1.0,444.0,['43P'],['South Asia'],Uchchangi,unitary state,Kannada,Dravidian,Pallava Empire,continuity,Chalukya Empire,,,none,inactive,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,pilgrimage initiation ritual,yearly,yearly,once in a lifetime,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,5.812913356642857,4.698970004336019,,3.0,0.4818181818181818,0.5666666666666667,4.0,0.6666666666666666,5.0,InKadam,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",171.616181395507,24.804713225220652,5.812913356642857,113.80819611344978,20.051323021746185,4.698970004336019,,0.0,0.0
541,InKalch+1200,['Deccan'],Southern Kalachuri Empire,1200,1300,,654834.0,125000.0,5,,5.0,4.0,634,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1171.0,['43P'],['South Asia'],Kalyani,continuity,Kannada,Dravidian,Western Chalukya Empire,feudal subordinates,Western Chalukya Empire,,,none,inactive,1.0,1.0,,,large-scale festival,yearly,yearly,yearly,,,,,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,,,5.8161312205704485,5.096910013008057,4.5,,,,0.2222222222222222,,InKalch,0.5555555555555556,"[1, 0, 0, 0, 1, 1, 1, 0, 1]",,0.0,0.0,175.97734866931845,25.034132897984698,0.0,102.6234125697753,21.93841882099041,0.0
542,InKampi+1300,['Deccan'],Kampili Kingdom,1300,1400,,10000.0,,4,4.0,1.0,3.0,,,,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,,1.0,,,,,1.0,,['43P'],['South Asia'],,nominal allegiance,Sanskrit,Indo-European,Hoysalas,elite migration,Vijayanagara,,,alliance,inactive,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,,,,,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,,4.0,,2.6666666666666665,0.6363636363636364,0.4444444444444444,4.0,1.0,5.0,InKampi,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",,0.0,0.0,192.57163114027253,13.375542385647364,16.0,,0.0,0.0
543,InKampi+1400,['Deccan'],Kampili Kingdom,1400,1500,,10000.0,,4,4.0,1.0,3.0,,,,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,,1.0,,,,,1.0,,['43P'],['South Asia'],,nominal allegiance,Sanskrit,Indo-European,Hoysalas,elite migration,Vijayanagara,,,alliance,inactive,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,,,,,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,,4.0,,2.6666666666666665,0.6363636363636364,0.4444444444444444,4.0,1.0,5.0,InKampi,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",,0.0,0.0,213.562857215965,17.1478430127268,17.0,,0.0,0.0
544,InMarat+1700,['Deccan'],Maratha,1700,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['43P'],['South Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,InMarat,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0
545,InMarat+1800,['Deccan'],Maratha,1800,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['43P'],['South Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,InMarat,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0
546,InMarat+1900,['Deccan'],Maratha,1900,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['43P'],['South Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,InMarat,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0
547,InMaury-300,"['Deccan', 'Kachi Plain']",Mauryan Empire,-300,-200,100000000.0,4000000.0,270000.0,7,7.0,1.0,4.0,1850,,,1.0,1.0,1.0,0.0,0.0,cattle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,1.0,1.0,-250.0,"['43P', '42R']",['South Asia'],Pataliputra,unitary state,Sanskrit,Indo-European,Nanda Empire,continuity,Shunga Empire,Hinduism,1700000,none,inactive,1.0,1.0,0.1,Ajivika,,,,,,,,,,,,,,,,,,,,,Hinduism,8.0,6.6020599913279625,5.431363764158987,4.0,0.7272727272727273,1.0,4.0,0.8888888888888888,5.0,InMaury,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",32.49268516552172,2.755428823237132,14.0,14.68076948563464,2.27393829910572,11.553604984823934,131.42066372440456,1.870717033156175,9.504886587278227
548,InMaury-200,"['Deccan', 'Kachi Plain']",Mauryan Empire,-200,-100,100000000.0,4000000.0,270000.0,7,7.0,1.0,4.0,1850,,,1.0,1.0,1.0,0.0,0.0,cattle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,1.0,1.0,-250.0,"['43P', '42R']",['South Asia'],Pataliputra,unitary state,Sanskrit,Indo-European,Nanda Empire,continuity,Shunga Empire,Hinduism,1700000,none,inactive,1.0,1.0,0.1,Ajivika,,,,,,,,,,,,,,,,,,,,,Hinduism,8.0,6.6020599913279625,5.431363764158987,4.0,0.7272727272727273,1.0,4.0,0.8888888888888888,5.0,InMaury,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",52.81539630019627,2.4967722321397208,24.0,30.24393261568211,2.0604800076585326,19.806179973983888,143.50254248639553,1.6951097786252536,16.29409129247696
549,InMaury-100,"['Deccan', 'Kachi Plain']",Mauryan Empire,-100,0,100000000.0,4000000.0,270000.0,7,7.0,1.0,4.0,1850,,,1.0,1.0,1.0,0.0,0.0,cattle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,1.0,1.0,-250.0,"['43P', '42R']",['South Asia'],Pataliputra,unitary state,Sanskrit,Indo-European,Nanda Empire,continuity,Shunga Empire,Hinduism,1700000,none,inactive,1.0,1.0,0.1,Ajivika,,,,,,,,,,,,,,,,,,,,,Hinduism,8.0,6.6020599913279625,5.431363764158987,4.0,0.7272727272727273,1.0,4.0,0.8888888888888888,5.0,InMaury,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",79.06145332638124,2.822521855335744,20.0,50.197207875232834,2.3293073269701106,16.505149978319906,153.59501589792148,1.916267866077169,13.578409410397466
